Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da producao das lavouras temporárias;;;
Variável - Rendimento médio da producao (Quilogramas por Hectare);;;
Unidade da Federacao;Produto das lavouras temporárias;Ano;
Rondônia;Algodao herbáceo (em caroco);1988;1376
Rondônia;Algodao herbáceo (em caroco);1989;1395
Rondônia;Algodao herbáceo (em caroco);1990;1042
Rondônia;Algodao herbáceo (em caroco);1991;1232
Rondônia;Algodao herbáceo (em caroco);1992;1532
Rondônia;Algodao herbáceo (em caroco);1993;1546
Rondônia;Algodao herbáceo (em caroco);1994;1515
Rondônia;Algodao herbáceo (em caroco);1995;1417
Rondônia;Algodao herbáceo (em caroco);1996;1105
Rondônia;Algodao herbáceo (em caroco);1997;1114
Rondônia;Algodao herbáceo (em caroco);1998;1178
Rondônia;Algodao herbáceo (em caroco);1999;1157
Rondônia;Algodao herbáceo (em caroco);2000;899
Rondônia;Algodao herbáceo (em caroco);2001;1122
Rondônia;Algodao herbáceo (em caroco);2002;-
Rondônia;Algodao herbáceo (em caroco);2003;-
Rondônia;Algodao herbáceo (em caroco);2004;-
Rondônia;Algodao herbáceo (em caroco);2005;-
Rondônia;Algodao herbáceo (em caroco);2006;-
Rondônia;Algodao herbáceo (em caroco);2007;-
Rondônia;Algodao herbáceo (em caroco);2008;-
Rondônia;Algodao herbáceo (em caroco);2009;-
Rondônia;Algodao herbáceo (em caroco);2010;-
Rondônia;Algodao herbáceo (em caroco);2011;-
Rondônia;Algodao herbáceo (em caroco);2012;-
Rondônia;Algodao herbáceo (em caroco);2013;-
Rondônia;Algodao herbáceo (em caroco);2014;-
Rondônia;Algodao herbáceo (em caroco);2015;-
Rondônia;Algodao herbáceo (em caroco);2016;5333
Rondônia;Algodao herbáceo (em caroco);2017;-
Rondônia;Algodao herbáceo (em caroco);2018;-
Rondônia;Algodao herbáceo (em caroco);2019;-
Rondônia;Algodao herbáceo (em caroco);2020;-
Rondônia;Algodao herbáceo (em caroco);2021;-
Rondônia;Algodao herbáceo (em caroco);2022;4367
Rondônia;Algodao herbáceo (em caroco);2023;4491
Rondônia;Cana-de-acúcar;1988;50812
Rondônia;Cana-de-acúcar;1989;49474
Rondônia;Cana-de-acúcar;1990;49729
Rondônia;Cana-de-acúcar;1991;48608
Rondônia;Cana-de-acúcar;1992;48521
Rondônia;Cana-de-acúcar;1993;44147
Rondônia;Cana-de-acúcar;1994;42435
Rondônia;Cana-de-acúcar;1995;43208
Rondônia;Cana-de-acúcar;1996;41622
Rondônia;Cana-de-acúcar;1997;35628
Rondônia;Cana-de-acúcar;1998;36331
Rondônia;Cana-de-acúcar;1999;36916
Rondônia;Cana-de-acúcar;2000;46080
Rondônia;Cana-de-acúcar;2001;37724
Rondônia;Cana-de-acúcar;2002;74904
Rondônia;Cana-de-acúcar;2003;71287
Rondônia;Cana-de-acúcar;2004;71448
Rondônia;Cana-de-acúcar;2005;70325
Rondônia;Cana-de-acúcar;2006;67973
Rondônia;Cana-de-acúcar;2007;65291
Rondônia;Cana-de-acúcar;2008;64743
Rondônia;Cana-de-acúcar;2009;60018
Rondônia;Cana-de-acúcar;2010;61068
Rondônia;Cana-de-acúcar;2011;58130
Rondônia;Cana-de-acúcar;2012;58402
Rondônia;Cana-de-acúcar;2013;62625
Rondônia;Cana-de-acúcar;2014;68912
Rondônia;Cana-de-acúcar;2015;68054
Rondônia;Cana-de-acúcar;2016;69737
Rondônia;Cana-de-acúcar;2017;63862
Rondônia;Cana-de-acúcar;2018;38318
Rondônia;Cana-de-acúcar;2019;44234
Rondônia;Cana-de-acúcar;2020;40641
Rondônia;Cana-de-acúcar;2021;34162
Rondônia;Cana-de-acúcar;2022;35472
Rondônia;Cana-de-acúcar;2023;34261
Rondônia;Feijao (em grao);1988;597
Rondônia;Feijao (em grao);1989;621
Rondônia;Feijao (em grao);1990;606
Rondônia;Feijao (em grao);1991;551
Rondônia;Feijao (em grao);1992;452
Rondônia;Feijao (em grao);1993;553
Rondônia;Feijao (em grao);1994;557
Rondônia;Feijao (em grao);1995;654
Rondônia;Feijao (em grao);1996;774
Rondônia;Feijao (em grao);1997;729
Rondônia;Feijao (em grao);1998;584
Rondônia;Feijao (em grao);1999;605
Rondônia;Feijao (em grao);2000;577
Rondônia;Feijao (em grao);2001;667
Rondônia;Feijao (em grao);2002;662
Rondônia;Feijao (em grao);2003;609
Rondônia;Feijao (em grao);2004;680
Rondônia;Feijao (em grao);2005;524
Rondônia;Feijao (em grao);2006;594
Rondônia;Feijao (em grao);2007;686
Rondônia;Feijao (em grao);2008;719
Rondônia;Feijao (em grao);2009;698
Rondônia;Feijao (em grao);2010;148
Rondônia;Feijao (em grao);2011;619
Rondônia;Feijao (em grao);2012;733
Rondônia;Feijao (em grao);2013;836
Rondônia;Feijao (em grao);2014;804
Rondônia;Feijao (em grao);2015;878
Rondônia;Feijao (em grao);2016;710
Rondônia;Feijao (em grao);2017;946
Rondônia;Feijao (em grao);2018;947
Rondônia;Feijao (em grao);2019;969
Rondônia;Feijao (em grao);2020;947
Rondônia;Feijao (em grao);2021;903
Rondônia;Feijao (em grao);2022;888
Rondônia;Feijao (em grao);2023;856
Rondônia;Milho (em grao);1988;1656
Rondônia;Milho (em grao);1989;1666
Rondônia;Milho (em grao);1990;1747
Rondônia;Milho (em grao);1991;1711
Rondônia;Milho (em grao);1992;1775
Rondônia;Milho (em grao);1993;1814
Rondônia;Milho (em grao);1994;1845
Rondônia;Milho (em grao);1995;1862
Rondônia;Milho (em grao);1996;1437
Rondônia;Milho (em grao);1997;1432
Rondônia;Milho (em grao);1998;1500
Rondônia;Milho (em grao);1999;1599
Rondônia;Milho (em grao);2000;1570
Rondônia;Milho (em grao);2001;1612
Rondônia;Milho (em grao);2002;1746
Rondônia;Milho (em grao);2003;1866
Rondônia;Milho (em grao);2004;1991
Rondônia;Milho (em grao);2005;2008
Rondônia;Milho (em grao);2006;2111
Rondônia;Milho (em grao);2007;2030
Rondônia;Milho (em grao);2008;2283
Rondônia;Milho (em grao);2009;2399
Rondônia;Milho (em grao);2010;2319
Rondônia;Milho (em grao);2011;2201
Rondônia;Milho (em grao);2012;3336
Rondônia;Milho (em grao);2013;3044
Rondônia;Milho (em grao);2014;3518
Rondônia;Milho (em grao);2015;4479
Rondônia;Milho (em grao);2016;3824
Rondônia;Milho (em grao);2017;4333
Rondônia;Milho (em grao);2018;3971
Rondônia;Milho (em grao);2019;4459
Rondônia;Milho (em grao);2020;4205
Rondônia;Milho (em grao);2021;4175
Rondônia;Milho (em grao);2022;4610
Rondônia;Milho (em grao);2023;4785
Rondônia;Soja (em grao);1988;2092
Rondônia;Soja (em grao);1989;1997
Rondônia;Soja (em grao);1990;1993
Rondônia;Soja (em grao);1991;2055
Rondônia;Soja (em grao);1992;2379
Rondônia;Soja (em grao);1993;2111
Rondônia;Soja (em grao);1994;2381
Rondônia;Soja (em grao);1995;2400
Rondônia;Soja (em grao);1996;1892
Rondônia;Soja (em grao);1997;1975
Rondônia;Soja (em grao);1998;2000
Rondônia;Soja (em grao);1999;2064
Rondônia;Soja (em grao);2000;3069
Rondônia;Soja (em grao);2001;3140
Rondônia;Soja (em grao);2002;2897
Rondônia;Soja (em grao);2003;3038
Rondônia;Soja (em grao);2004;2888
Rondônia;Soja (em grao);2005;3099
Rondônia;Soja (em grao);2006;2654
Rondônia;Soja (em grao);2007;2914
Rondônia;Soja (em grao);2008;3140
Rondônia;Soja (em grao);2009;3202
Rondônia;Soja (em grao);2010;3150
Rondônia;Soja (em grao);2011;3171
Rondônia;Soja (em grao);2012;3219
Rondônia;Soja (em grao);2013;3196
Rondônia;Soja (em grao);2014;3202
Rondônia;Soja (em grao);2015;3204
Rondônia;Soja (em grao);2016;3087
Rondônia;Soja (em grao);2017;3261
Rondônia;Soja (em grao);2018;3325
Rondônia;Soja (em grao);2019;3454
Rondônia;Soja (em grao);2020;3435
Rondônia;Soja (em grao);2021;3376
Rondônia;Soja (em grao);2022;3575
Rondônia;Soja (em grao);2023;3617
Acre;Algodao herbáceo (em caroco);1988;-
Acre;Algodao herbáceo (em caroco);1989;-
Acre;Algodao herbáceo (em caroco);1990;-
Acre;Algodao herbáceo (em caroco);1991;-
Acre;Algodao herbáceo (em caroco);1992;-
Acre;Algodao herbáceo (em caroco);1993;200
Acre;Algodao herbáceo (em caroco);1994;666
Acre;Algodao herbáceo (em caroco);1995;562
Acre;Algodao herbáceo (em caroco);1996;560
Acre;Algodao herbáceo (em caroco);1997;580
Acre;Algodao herbáceo (em caroco);1998;560
Acre;Algodao herbáceo (em caroco);1999;560
Acre;Algodao herbáceo (em caroco);2000;550
Acre;Algodao herbáceo (em caroco);2001;602
Acre;Algodao herbáceo (em caroco);2002;1200
Acre;Algodao herbáceo (em caroco);2003;-
Acre;Algodao herbáceo (em caroco);2004;2291
Acre;Algodao herbáceo (em caroco);2005;1200
Acre;Algodao herbáceo (em caroco);2006;1272
Acre;Algodao herbáceo (em caroco);2007;-
Acre;Algodao herbáceo (em caroco);2008;-
Acre;Algodao herbáceo (em caroco);2009;-
Acre;Algodao herbáceo (em caroco);2010;-
Acre;Algodao herbáceo (em caroco);2011;-
Acre;Algodao herbáceo (em caroco);2012;-
Acre;Algodao herbáceo (em caroco);2013;-
Acre;Algodao herbáceo (em caroco);2014;-
Acre;Algodao herbáceo (em caroco);2015;-
Acre;Algodao herbáceo (em caroco);2016;-
Acre;Algodao herbáceo (em caroco);2017;-
Acre;Algodao herbáceo (em caroco);2018;-
Acre;Algodao herbáceo (em caroco);2019;-
Acre;Algodao herbáceo (em caroco);2020;-
Acre;Algodao herbáceo (em caroco);2021;-
Acre;Algodao herbáceo (em caroco);2022;-
Acre;Algodao herbáceo (em caroco);2023;-
Acre;Cana-de-acúcar;1988;26283
Acre;Cana-de-acúcar;1989;22092
Acre;Cana-de-acúcar;1990;23664
Acre;Cana-de-acúcar;1991;23388
Acre;Cana-de-acúcar;1992;22659
Acre;Cana-de-acúcar;1993;26527
Acre;Cana-de-acúcar;1994;26076
Acre;Cana-de-acúcar;1995;26251
Acre;Cana-de-acúcar;1996;25242
Acre;Cana-de-acúcar;1997;30310
Acre;Cana-de-acúcar;1998;31212
Acre;Cana-de-acúcar;1999;35146
Acre;Cana-de-acúcar;2000;31395
Acre;Cana-de-acúcar;2001;41117
Acre;Cana-de-acúcar;2002;37481
Acre;Cana-de-acúcar;2003;34799
Acre;Cana-de-acúcar;2004;35458
Acre;Cana-de-acúcar;2005;35829
Acre;Cana-de-acúcar;2006;36226
Acre;Cana-de-acúcar;2007;36338
Acre;Cana-de-acúcar;2008;47310
Acre;Cana-de-acúcar;2009;50000
Acre;Cana-de-acúcar;2010;53652
Acre;Cana-de-acúcar;2011;67462
Acre;Cana-de-acúcar;2012;67309
Acre;Cana-de-acúcar;2013;56154
Acre;Cana-de-acúcar;2014;54696
Acre;Cana-de-acúcar;2015;55318
Acre;Cana-de-acúcar;2016;38079
Acre;Cana-de-acúcar;2017;28292
Acre;Cana-de-acúcar;2018;26349
Acre;Cana-de-acúcar;2019;26346
Acre;Cana-de-acúcar;2020;26388
Acre;Cana-de-acúcar;2021;26410
Acre;Cana-de-acúcar;2022;26554
Acre;Cana-de-acúcar;2023;26278
Acre;Feijao (em grao);1988;530
Acre;Feijao (em grao);1989;532
Acre;Feijao (em grao);1990;576
Acre;Feijao (em grao);1991;689
Acre;Feijao (em grao);1992;672
Acre;Feijao (em grao);1993;662
Acre;Feijao (em grao);1994;601
Acre;Feijao (em grao);1995;557
Acre;Feijao (em grao);1996;534
Acre;Feijao (em grao);1997;531
Acre;Feijao (em grao);1998;555
Acre;Feijao (em grao);1999;530
Acre;Feijao (em grao);2000;518
Acre;Feijao (em grao);2001;605
Acre;Feijao (em grao);2002;541
Acre;Feijao (em grao);2003;553
Acre;Feijao (em grao);2004;546
Acre;Feijao (em grao);2005;426
Acre;Feijao (em grao);2006;487
Acre;Feijao (em grao);2007;548
Acre;Feijao (em grao);2008;551
Acre;Feijao (em grao);2009;553
Acre;Feijao (em grao);2010;539
Acre;Feijao (em grao);2011;442
Acre;Feijao (em grao);2012;542
Acre;Feijao (em grao);2013;566
Acre;Feijao (em grao);2014;628
Acre;Feijao (em grao);2015;597
Acre;Feijao (em grao);2016;589
Acre;Feijao (em grao);2017;566
Acre;Feijao (em grao);2018;557
Acre;Feijao (em grao);2019;562
Acre;Feijao (em grao);2020;560
Acre;Feijao (em grao);2021;558
Acre;Feijao (em grao);2022;561
Acre;Feijao (em grao);2023;563
Acre;Milho (em grao);1988;1480
Acre;Milho (em grao);1989;1593
Acre;Milho (em grao);1990;1642
Acre;Milho (em grao);1991;1759
Acre;Milho (em grao);1992;1766
Acre;Milho (em grao);1993;1752
Acre;Milho (em grao);1994;1537
Acre;Milho (em grao);1995;1509
Acre;Milho (em grao);1996;1258
Acre;Milho (em grao);1997;1214
Acre;Milho (em grao);1998;1300
Acre;Milho (em grao);1999;1448
Acre;Milho (em grao);2000;1520
Acre;Milho (em grao);2001;1545
Acre;Milho (em grao);2002;1588
Acre;Milho (em grao);2003;1495
Acre;Milho (em grao);2004;1569
Acre;Milho (em grao);2005;1493
Acre;Milho (em grao);2006;1495
Acre;Milho (em grao);2007;1531
Acre;Milho (em grao);2008;1917
Acre;Milho (em grao);2009;2077
Acre;Milho (em grao);2010;2063
Acre;Milho (em grao);2011;2230
Acre;Milho (em grao);2012;2370
Acre;Milho (em grao);2013;2738
Acre;Milho (em grao);2014;2489
Acre;Milho (em grao);2015;2461
Acre;Milho (em grao);2016;2263
Acre;Milho (em grao);2017;2561
Acre;Milho (em grao);2018;2675
Acre;Milho (em grao);2019;2615
Acre;Milho (em grao);2020;2806
Acre;Milho (em grao);2021;3105
Acre;Milho (em grao);2022;3350
Acre;Milho (em grao);2023;3406
Acre;Soja (em grao);1988;-
Acre;Soja (em grao);1989;-
Acre;Soja (em grao);1990;-
Acre;Soja (em grao);1991;-
Acre;Soja (em grao);1992;-
Acre;Soja (em grao);1993;-
Acre;Soja (em grao);1994;-
Acre;Soja (em grao);1995;-
Acre;Soja (em grao);1996;-
Acre;Soja (em grao);1997;-
Acre;Soja (em grao);1998;2500
Acre;Soja (em grao);1999;2500
Acre;Soja (em grao);2000;-
Acre;Soja (em grao);2001;-
Acre;Soja (em grao);2002;-
Acre;Soja (em grao);2003;-
Acre;Soja (em grao);2004;-
Acre;Soja (em grao);2005;2072
Acre;Soja (em grao);2006;1200
Acre;Soja (em grao);2007;3000
Acre;Soja (em grao);2008;3000
Acre;Soja (em grao);2009;3300
Acre;Soja (em grao);2010;3300
Acre;Soja (em grao);2011;3318
Acre;Soja (em grao);2012;-
Acre;Soja (em grao);2013;2702
Acre;Soja (em grao);2014;2738
Acre;Soja (em grao);2015;-
Acre;Soja (em grao);2016;1500
Acre;Soja (em grao);2017;2055
Acre;Soja (em grao);2018;2938
Acre;Soja (em grao);2019;3177
Acre;Soja (em grao);2020;3165
Acre;Soja (em grao);2021;3368
Acre;Soja (em grao);2022;3450
Acre;Soja (em grao);2023;3808
Amazonas;Algodao herbáceo (em caroco);1988;-
Amazonas;Algodao herbáceo (em caroco);1989;-
Amazonas;Algodao herbáceo (em caroco);1990;-
Amazonas;Algodao herbáceo (em caroco);1991;-
Amazonas;Algodao herbáceo (em caroco);1992;-
Amazonas;Algodao herbáceo (em caroco);1993;-
Amazonas;Algodao herbáceo (em caroco);1994;-
Amazonas;Algodao herbáceo (em caroco);1995;-
Amazonas;Algodao herbáceo (em caroco);1996;1040
Amazonas;Algodao herbáceo (em caroco);1997;1200
Amazonas;Algodao herbáceo (em caroco);1998;1115
Amazonas;Algodao herbáceo (em caroco);1999;1095
Amazonas;Algodao herbáceo (em caroco);2000;1095
Amazonas;Algodao herbáceo (em caroco);2001;1136
Amazonas;Algodao herbáceo (em caroco);2002;1136
Amazonas;Algodao herbáceo (em caroco);2003;1181
Amazonas;Algodao herbáceo (em caroco);2004;1400
Amazonas;Algodao herbáceo (em caroco);2005;1000
Amazonas;Algodao herbáceo (em caroco);2006;1000
Amazonas;Algodao herbáceo (em caroco);2007;-
Amazonas;Algodao herbáceo (em caroco);2008;-
Amazonas;Algodao herbáceo (em caroco);2009;-
Amazonas;Algodao herbáceo (em caroco);2010;-
Amazonas;Algodao herbáceo (em caroco);2011;-
Amazonas;Algodao herbáceo (em caroco);2012;-
Amazonas;Algodao herbáceo (em caroco);2013;-
Amazonas;Algodao herbáceo (em caroco);2014;-
Amazonas;Algodao herbáceo (em caroco);2015;-
Amazonas;Algodao herbáceo (em caroco);2016;-
Amazonas;Algodao herbáceo (em caroco);2017;-
Amazonas;Algodao herbáceo (em caroco);2018;-
Amazonas;Algodao herbáceo (em caroco);2019;-
Amazonas;Algodao herbáceo (em caroco);2020;-
Amazonas;Algodao herbáceo (em caroco);2021;-
Amazonas;Algodao herbáceo (em caroco);2022;-
Amazonas;Algodao herbáceo (em caroco);2023;-
Amazonas;Cana-de-acúcar;1988;35887
Amazonas;Cana-de-acúcar;1989;60955
Amazonas;Cana-de-acúcar;1990;48387
Amazonas;Cana-de-acúcar;1991;34579
Amazonas;Cana-de-acúcar;1992;24964
Amazonas;Cana-de-acúcar;1993;34514
Amazonas;Cana-de-acúcar;1994;36263
Amazonas;Cana-de-acúcar;1995;34092
Amazonas;Cana-de-acúcar;1996;13039
Amazonas;Cana-de-acúcar;1997;14954
Amazonas;Cana-de-acúcar;1998;48154
Amazonas;Cana-de-acúcar;1999;51531
Amazonas;Cana-de-acúcar;2000;53237
Amazonas;Cana-de-acúcar;2001;57643
Amazonas;Cana-de-acúcar;2002;57626
Amazonas;Cana-de-acúcar;2003;61288
Amazonas;Cana-de-acúcar;2004;61518
Amazonas;Cana-de-acúcar;2005;59238
Amazonas;Cana-de-acúcar;2006;58630
Amazonas;Cana-de-acúcar;2007;57649
Amazonas;Cana-de-acúcar;2008;60493
Amazonas;Cana-de-acúcar;2009;60834
Amazonas;Cana-de-acúcar;2010;64888
Amazonas;Cana-de-acúcar;2011;59602
Amazonas;Cana-de-acúcar;2012;68762
Amazonas;Cana-de-acúcar;2013;69952
Amazonas;Cana-de-acúcar;2014;65255
Amazonas;Cana-de-acúcar;2015;61544
Amazonas;Cana-de-acúcar;2016;62341
Amazonas;Cana-de-acúcar;2017;62341
Amazonas;Cana-de-acúcar;2018;63935
Amazonas;Cana-de-acúcar;2019;71963
Amazonas;Cana-de-acúcar;2020;71497
Amazonas;Cana-de-acúcar;2021;49351
Amazonas;Cana-de-acúcar;2022;75581
Amazonas;Cana-de-acúcar;2023;75546
Amazonas;Feijao (em grao);1988;863
Amazonas;Feijao (em grao);1989;786
Amazonas;Feijao (em grao);1990;746
Amazonas;Feijao (em grao);1991;778
Amazonas;Feijao (em grao);1992;702
Amazonas;Feijao (em grao);1993;945
Amazonas;Feijao (em grao);1994;922
Amazonas;Feijao (em grao);1995;788
Amazonas;Feijao (em grao);1996;951
Amazonas;Feijao (em grao);1997;888
Amazonas;Feijao (em grao);1998;837
Amazonas;Feijao (em grao);1999;836
Amazonas;Feijao (em grao);2000;836
Amazonas;Feijao (em grao);2001;841
Amazonas;Feijao (em grao);2002;831
Amazonas;Feijao (em grao);2003;848
Amazonas;Feijao (em grao);2004;1171
Amazonas;Feijao (em grao);2005;913
Amazonas;Feijao (em grao);2006;912
Amazonas;Feijao (em grao);2007;1085
Amazonas;Feijao (em grao);2008;1021
Amazonas;Feijao (em grao);2009;984
Amazonas;Feijao (em grao);2010;895
Amazonas;Feijao (em grao);2011;893
Amazonas;Feijao (em grao);2012;990
Amazonas;Feijao (em grao);2013;1060
Amazonas;Feijao (em grao);2014;819
Amazonas;Feijao (em grao);2015;1002
Amazonas;Feijao (em grao);2016;880
Amazonas;Feijao (em grao);2017;1254
Amazonas;Feijao (em grao);2018;988
Amazonas;Feijao (em grao);2019;962
Amazonas;Feijao (em grao);2020;987
Amazonas;Feijao (em grao);2021;1005
Amazonas;Feijao (em grao);2022;909
Amazonas;Feijao (em grao);2023;1126
Amazonas;Milho (em grao);1988;1681
Amazonas;Milho (em grao);1989;1335
Amazonas;Milho (em grao);1990;1592
Amazonas;Milho (em grao);1991;1500
Amazonas;Milho (em grao);1992;1936
Amazonas;Milho (em grao);1993;1988
Amazonas;Milho (em grao);1994;1530
Amazonas;Milho (em grao);1995;1634
Amazonas;Milho (em grao);1996;1286
Amazonas;Milho (em grao);1997;1287
Amazonas;Milho (em grao);1998;1312
Amazonas;Milho (em grao);1999;1465
Amazonas;Milho (em grao);2000;1496
Amazonas;Milho (em grao);2001;1501
Amazonas;Milho (em grao);2002;1484
Amazonas;Milho (em grao);2003;1694
Amazonas;Milho (em grao);2004;1934
Amazonas;Milho (em grao);2005;1841
Amazonas;Milho (em grao);2006;1844
Amazonas;Milho (em grao);2007;2038
Amazonas;Milho (em grao);2008;2462
Amazonas;Milho (em grao);2009;2397
Amazonas;Milho (em grao);2010;2500
Amazonas;Milho (em grao);2011;2488
Amazonas;Milho (em grao);2012;2567
Amazonas;Milho (em grao);2013;2506
Amazonas;Milho (em grao);2014;2944
Amazonas;Milho (em grao);2015;3135
Amazonas;Milho (em grao);2016;2559
Amazonas;Milho (em grao);2017;2516
Amazonas;Milho (em grao);2018;2295
Amazonas;Milho (em grao);2019;2340
Amazonas;Milho (em grao);2020;2255
Amazonas;Milho (em grao);2021;2261
Amazonas;Milho (em grao);2022;2232
Amazonas;Milho (em grao);2023;2514
Amazonas;Soja (em grao);1988;-
Amazonas;Soja (em grao);1989;-
Amazonas;Soja (em grao);1990;-
Amazonas;Soja (em grao);1991;-
Amazonas;Soja (em grao);1992;-
Amazonas;Soja (em grao);1993;-
Amazonas;Soja (em grao);1994;-
Amazonas;Soja (em grao);1995;-
Amazonas;Soja (em grao);1996;510
Amazonas;Soja (em grao);1997;500
Amazonas;Soja (em grao);1998;1356
Amazonas;Soja (em grao);1999;1378
Amazonas;Soja (em grao);2000;1378
Amazonas;Soja (em grao);2001;1344
Amazonas;Soja (em grao);2002;2116
Amazonas;Soja (em grao);2003;2309
Amazonas;Soja (em grao);2004;2368
Amazonas;Soja (em grao);2005;2328
Amazonas;Soja (em grao);2006;2326
Amazonas;Soja (em grao);2007;2989
Amazonas;Soja (em grao);2008;3000
Amazonas;Soja (em grao);2009;3000
Amazonas;Soja (em grao);2010;3000
Amazonas;Soja (em grao);2011;3000
Amazonas;Soja (em grao);2012;3000
Amazonas;Soja (em grao);2013;3000
Amazonas;Soja (em grao);2014;-
Amazonas;Soja (em grao);2015;-
Amazonas;Soja (em grao);2016;-
Amazonas;Soja (em grao);2017;-
Amazonas;Soja (em grao);2018;-
Amazonas;Soja (em grao);2019;3000
Amazonas;Soja (em grao);2020;2963
Amazonas;Soja (em grao);2021;3333
Amazonas;Soja (em grao);2022;2329
Amazonas;Soja (em grao);2023;2848
Roraima;Algodao herbáceo (em caroco);1988;-
Roraima;Algodao herbáceo (em caroco);1989;-
Roraima;Algodao herbáceo (em caroco);1990;-
Roraima;Algodao herbáceo (em caroco);1991;-
Roraima;Algodao herbáceo (em caroco);1992;-
Roraima;Algodao herbáceo (em caroco);1993;-
Roraima;Algodao herbáceo (em caroco);1994;-
Roraima;Algodao herbáceo (em caroco);1995;-
Roraima;Algodao herbáceo (em caroco);1996;-
Roraima;Algodao herbáceo (em caroco);1997;-
Roraima;Algodao herbáceo (em caroco);1998;-
Roraima;Algodao herbáceo (em caroco);1999;-
Roraima;Algodao herbáceo (em caroco);2000;-
Roraima;Algodao herbáceo (em caroco);2001;-
Roraima;Algodao herbáceo (em caroco);2002;-
Roraima;Algodao herbáceo (em caroco);2003;-
Roraima;Algodao herbáceo (em caroco);2004;-
Roraima;Algodao herbáceo (em caroco);2005;-
Roraima;Algodao herbáceo (em caroco);2006;-
Roraima;Algodao herbáceo (em caroco);2007;-
Roraima;Algodao herbáceo (em caroco);2008;-
Roraima;Algodao herbáceo (em caroco);2009;-
Roraima;Algodao herbáceo (em caroco);2010;-
Roraima;Algodao herbáceo (em caroco);2011;-
Roraima;Algodao herbáceo (em caroco);2012;-
Roraima;Algodao herbáceo (em caroco);2013;-
Roraima;Algodao herbáceo (em caroco);2014;-
Roraima;Algodao herbáceo (em caroco);2015;1350
Roraima;Algodao herbáceo (em caroco);2016;1350
Roraima;Algodao herbáceo (em caroco);2017;4200
Roraima;Algodao herbáceo (em caroco);2018;-
Roraima;Algodao herbáceo (em caroco);2019;-
Roraima;Algodao herbáceo (em caroco);2020;-
Roraima;Algodao herbáceo (em caroco);2021;-
Roraima;Algodao herbáceo (em caroco);2022;-
Roraima;Algodao herbáceo (em caroco);2023;-
Roraima;Cana-de-acúcar;1988;10451
Roraima;Cana-de-acúcar;1989;9205
Roraima;Cana-de-acúcar;1990;-
Roraima;Cana-de-acúcar;1991;12807
Roraima;Cana-de-acúcar;1992;11666
Roraima;Cana-de-acúcar;1993;-
Roraima;Cana-de-acúcar;1994;-
Roraima;Cana-de-acúcar;1995;-
Roraima;Cana-de-acúcar;1996;-
Roraima;Cana-de-acúcar;1997;-
Roraima;Cana-de-acúcar;1998;2306
Roraima;Cana-de-acúcar;1999;2891
Roraima;Cana-de-acúcar;2000;2891
Roraima;Cana-de-acúcar;2001;3149
Roraima;Cana-de-acúcar;2002;3013
Roraima;Cana-de-acúcar;2003;3056
Roraima;Cana-de-acúcar;2004;3403
Roraima;Cana-de-acúcar;2005;3440
Roraima;Cana-de-acúcar;2006;3440
Roraima;Cana-de-acúcar;2007;3440
Roraima;Cana-de-acúcar;2008;3448
Roraima;Cana-de-acúcar;2009;3448
Roraima;Cana-de-acúcar;2010;3464
Roraima;Cana-de-acúcar;2011;3150
Roraima;Cana-de-acúcar;2012;3073
Roraima;Cana-de-acúcar;2013;9612
Roraima;Cana-de-acúcar;2014;7630
Roraima;Cana-de-acúcar;2015;13947
Roraima;Cana-de-acúcar;2016;12481
Roraima;Cana-de-acúcar;2017;12500
Roraima;Cana-de-acúcar;2018;12694
Roraima;Cana-de-acúcar;2019;9952
Roraima;Cana-de-acúcar;2020;11450
Roraima;Cana-de-acúcar;2021;15768
Roraima;Cana-de-acúcar;2022;16500
Roraima;Cana-de-acúcar;2023;16405
Roraima;Feijao (em grao);1988;434
Roraima;Feijao (em grao);1989;500
Roraima;Feijao (em grao);1990;600
Roraima;Feijao (em grao);1991;600
Roraima;Feijao (em grao);1992;350
Roraima;Feijao (em grao);1993;-
Roraima;Feijao (em grao);1994;600
Roraima;Feijao (em grao);1995;300
Roraima;Feijao (em grao);1996;587
Roraima;Feijao (em grao);1997;294
Roraima;Feijao (em grao);1998;294
Roraima;Feijao (em grao);1999;300
Roraima;Feijao (em grao);2000;300
Roraima;Feijao (em grao);2001;300
Roraima;Feijao (em grao);2002;305
Roraima;Feijao (em grao);2003;600
Roraima;Feijao (em grao);2004;666
Roraima;Feijao (em grao);2005;666
Roraima;Feijao (em grao);2006;666
Roraima;Feijao (em grao);2007;666
Roraima;Feijao (em grao);2008;666
Roraima;Feijao (em grao);2009;666
Roraima;Feijao (em grao);2010;666
Roraima;Feijao (em grao);2011;667
Roraima;Feijao (em grao);2012;667
Roraima;Feijao (em grao);2013;812
Roraima;Feijao (em grao);2014;720
Roraima;Feijao (em grao);2015;731
Roraima;Feijao (em grao);2016;649
Roraima;Feijao (em grao);2017;926
Roraima;Feijao (em grao);2018;1148
Roraima;Feijao (em grao);2019;1151
Roraima;Feijao (em grao);2020;1172
Roraima;Feijao (em grao);2021;1781
Roraima;Feijao (em grao);2022;1775
Roraima;Feijao (em grao);2023;1521
Roraima;Milho (em grao);1988;1028
Roraima;Milho (em grao);1989;1047
Roraima;Milho (em grao);1990;899
Roraima;Milho (em grao);1991;900
