UF;Cultura;Ano;Rendimento (kg/ha)
Rondônia;Algodao herbáceo (em caroco);1988;1376.0
Rondônia;Algodao herbáceo (em caroco);1989;1395.0
Rondônia;Algodao herbáceo (em caroco);1990;1042.0
Rondônia;Algodao herbáceo (em caroco);1991;1232.0
Rondônia;Algodao herbáceo (em caroco);1992;1532.0
Rondônia;Algodao herbáceo (em caroco);1993;1546.0
Rondônia;Algodao herbáceo (em caroco);1994;1515.0
Rondônia;Algodao herbáceo (em caroco);1995;1417.0
Rondônia;Algodao herbáceo (em caroco);1996;1105.0
Rondônia;Algodao herbáceo (em caroco);1997;1114.0
Rondônia;Algodao herbáceo (em caroco);1998;1178.0
Rondônia;Algodao herbáceo (em caroco);1999;1157.0
Rondônia;Algodao herbáceo (em caroco);2000;899.0
Rondônia;Algodao herbáceo (em caroco);2001;1122.0
Rondônia;Algodao herbáceo (em caroco);2002;0.0
Rondônia;Algodao herbáceo (em caroco);2003;0.0
Rondônia;Algodao herbáceo (em caroco);2004;0.0
Rondônia;Algodao herbáceo (em caroco);2005;0.0
Rondônia;Algodao herbáceo (em caroco);2006;0.0
Rondônia;Algodao herbáceo (em caroco);2007;0.0
Rondônia;Algodao herbáceo (em caroco);2008;0.0
Rondônia;Algodao herbáceo (em caroco);2009;0.0
Rondônia;Algodao herbáceo (em caroco);2010;0.0
Rondônia;Algodao herbáceo (em caroco);2011;0.0
Rondônia;Algodao herbáceo (em caroco);2012;0.0
Rondônia;Algodao herbáceo (em caroco);2013;0.0
Rondônia;Algodao herbáceo (em caroco);2014;0.0
Rondônia;Algodao herbáceo (em caroco);2015;0.0
Rondônia;Algodao herbáceo (em caroco);2016;5333.0
Rondônia;Algodao herbáceo (em caroco);2017;0.0
Rondônia;Algodao herbáceo (em caroco);2018;0.0
Rondônia;Algodao herbáceo (em caroco);2019;0.0
Rondônia;Algodao herbáceo (em caroco);2020;0.0
Rondônia;Algodao herbáceo (em caroco);2021;0.0
Rondônia;Algodao herbáceo (em caroco);2022;4367.0
Rondônia;Algodao herbáceo (em caroco);2023;4491.0
Rondônia;Cana-de-acúcar;1988;50812.0
Rondônia;Cana-de-acúcar;1989;49474.0
Rondônia;Cana-de-acúcar;1990;49729.0
Rondônia;Cana-de-acúcar;1991;48608.0
Rondônia;Cana-de-acúcar;1992;48521.0
Rondônia;Cana-de-acúcar;1993;44147.0
Rondônia;Cana-de-acúcar;1994;42435.0
Rondônia;Cana-de-acúcar;1995;43208.0
Rondônia;Cana-de-acúcar;1996;41622.0
Rondônia;Cana-de-acúcar;1997;35628.0
Rondônia;Cana-de-acúcar;1998;36331.0
Rondônia;Cana-de-acúcar;1999;36916.0
Rondônia;Cana-de-acúcar;2000;46080.0
Rondônia;Cana-de-acúcar;2001;37724.0
Rondônia;Cana-de-acúcar;2002;74904.0
Rondônia;Cana-de-acúcar;2003;71287.0
Rondônia;Cana-de-acúcar;2004;71448.0
Rondônia;Cana-de-acúcar;2005;70325.0
Rondônia;Cana-de-acúcar;2006;67973.0
Rondônia;Cana-de-acúcar;2007;65291.0
Rondônia;Cana-de-acúcar;2008;64743.0
Rondônia;Cana-de-acúcar;2009;60018.0
Rondônia;Cana-de-acúcar;2010;61068.0
Rondônia;Cana-de-acúcar;2011;58130.0
Rondônia;Cana-de-acúcar;2012;58402.0
Rondônia;Cana-de-acúcar;2013;62625.0
Rondônia;Cana-de-acúcar;2014;68912.0
Rondônia;Cana-de-acúcar;2015;68054.0
Rondônia;Cana-de-acúcar;2016;69737.0
Rondônia;Cana-de-acúcar;2017;63862.0
Rondônia;Cana-de-acúcar;2018;38318.0
Rondônia;Cana-de-acúcar;2019;44234.0
Rondônia;Cana-de-acúcar;2020;40641.0
Rondônia;Cana-de-acúcar;2021;34162.0
Rondônia;Cana-de-acúcar;2022;35472.0
Rondônia;Cana-de-acúcar;2023;34261.0
Rondônia;Feijao (em grao);1988;597.0
Rondônia;Feijao (em grao);1989;621.0
Rondônia;Feijao (em grao);1990;606.0
Rondônia;Feijao (em grao);1991;551.0
Rondônia;Feijao (em grao);1992;452.0
Rondônia;Feijao (em grao);1993;553.0
Rondônia;Feijao (em grao);1994;557.0
Rondônia;Feijao (em grao);1995;654.0
Rondônia;Feijao (em grao);1996;774.0
Rondônia;Feijao (em grao);1997;729.0
Rondônia;Feijao (em grao);1998;584.0
Rondônia;Feijao (em grao);1999;605.0
Rondônia;Feijao (em grao);2000;577.0
Rondônia;Feijao (em grao);2001;667.0
Rondônia;Feijao (em grao);2002;662.0
Rondônia;Feijao (em grao);2003;609.0
Rondônia;Feijao (em grao);2004;680.0
Rondônia;Feijao (em grao);2005;524.0
Rondônia;Feijao (em grao);2006;594.0
Rondônia;Feijao (em grao);2007;686.0
Rondônia;Feijao (em grao);2008;719.0
Rondônia;Feijao (em grao);2009;698.0
Rondônia;Feijao (em grao);2010;148.0
Rondônia;Feijao (em grao);2011;619.0
Rondônia;Feijao (em grao);2012;733.0
Rondônia;Feijao (em grao);2013;836.0
Rondônia;Feijao (em grao);2014;804.0
Rondônia;Feijao (em grao);2015;878.0
Rondônia;Feijao (em grao);2016;710.0
Rondônia;Feijao (em grao);2017;946.0
Rondônia;Feijao (em grao);2018;947.0
Rondônia;Feijao (em grao);2019;969.0
Rondônia;Feijao (em grao);2020;947.0
Rondônia;Feijao (em grao);2021;903.0
Rondônia;Feijao (em grao);2022;888.0
Rondônia;Feijao (em grao);2023;856.0
Rondônia;Milho (em grao);1988;1656.0
Rondônia;Milho (em grao);1989;1666.0
Rondônia;Milho (em grao);1990;1747.0
Rondônia;Milho (em grao);1991;1711.0
Rondônia;Milho (em grao);1992;1775.0
Rondônia;Milho (em grao);1993;1814.0
Rondônia;Milho (em grao);1994;1845.0
Rondônia;Milho (em grao);1995;1862.0
Rondônia;Milho (em grao);1996;1437.0
Rondônia;Milho (em grao);1997;1432.0
Rondônia;Milho (em grao);1998;1500.0
Rondônia;Milho (em grao);1999;1599.0
Rondônia;Milho (em grao);2000;1570.0
Rondônia;Milho (em grao);2001;1612.0
Rondônia;Milho (em grao);2002;1746.0
Rondônia;Milho (em grao);2003;1866.0
Rondônia;Milho (em grao);2004;1991.0
Rondônia;Milho (em grao);2005;2008.0
Rondônia;Milho (em grao);2006;2111.0
Rondônia;Milho (em grao);2007;2030.0
Rondônia;Milho (em grao);2008;2283.0
Rondônia;Milho (em grao);2009;2399.0
Rondônia;Milho (em grao);2010;2319.0
Rondônia;Milho (em grao);2011;2201.0
Rondônia;Milho (em grao);2012;3336.0
Rondônia;Milho (em grao);2013;3044.0
Rondônia;Milho (em grao);2014;3518.0
Rondônia;Milho (em grao);2015;4479.0
Rondônia;Milho (em grao);2016;3824.0
Rondônia;Milho (em grao);2017;4333.0
Rondônia;Milho (em grao);2018;3971.0
Rondônia;Milho (em grao);2019;4459.0
Rondônia;Milho (em grao);2020;4205.0
Rondônia;Milho (em grao);2021;4175.0
Rondônia;Milho (em grao);2022;4610.0
Rondônia;Milho (em grao);2023;4785.0
Rondônia;Soja (em grao);1988;2092.0
Rondônia;Soja (em grao);1989;1997.0
Rondônia;Soja (em grao);1990;1993.0
Rondônia;Soja (em grao);1991;2055.0
Rondônia;Soja (em grao);1992;2379.0
Rondônia;Soja (em grao);1993;2111.0
Rondônia;Soja (em grao);1994;2381.0
Rondônia;Soja (em grao);1995;2400.0
Rondônia;Soja (em grao);1996;1892.0
Rondônia;Soja (em grao);1997;1975.0
Rondônia;Soja (em grao);1998;2000.0
Rondônia;Soja (em grao);1999;2064.0
Rondônia;Soja (em grao);2000;3069.0
Rondônia;Soja (em grao);2001;3140.0
Rondônia;Soja (em grao);2002;2897.0
Rondônia;Soja (em grao);2003;3038.0
Rondônia;Soja (em grao);2004;2888.0
Rondônia;Soja (em grao);2005;3099.0
Rondônia;Soja (em grao);2006;2654.0
Rondônia;Soja (em grao);2007;2914.0
Rondônia;Soja (em grao);2008;3140.0
Rondônia;Soja (em grao);2009;3202.0
Rondônia;Soja (em grao);2010;3150.0
Rondônia;Soja (em grao);2011;3171.0
Rondônia;Soja (em grao);2012;3219.0
Rondônia;Soja (em grao);2013;3196.0
Rondônia;Soja (em grao);2014;3202.0
Rondônia;Soja (em grao);2015;3204.0
Rondônia;Soja (em grao);2016;3087.0
Rondônia;Soja (em grao);2017;3261.0
Rondônia;Soja (em grao);2018;3325.0
Rondônia;Soja (em grao);2019;3454.0
Rondônia;Soja (em grao);2020;3435.0
Rondônia;Soja (em grao);2021;3376.0
Rondônia;Soja (em grao);2022;3575.0
Rondônia;Soja (em grao);2023;3617.0
Acre;Algodao herbáceo (em caroco);1988;0.0
Acre;Algodao herbáceo (em caroco);1989;0.0
Acre;Algodao herbáceo (em caroco);1990;0.0
Acre;Algodao herbáceo (em caroco);1991;0.0
Acre;Algodao herbáceo (em caroco);1992;0.0
Acre;Algodao herbáceo (em caroco);1993;200.0
Acre;Algodao herbáceo (em caroco);1994;666.0
Acre;Algodao herbáceo (em caroco);1995;562.0
Acre;Algodao herbáceo (em caroco);1996;560.0
Acre;Algodao herbáceo (em caroco);1997;580.0
Acre;Algodao herbáceo (em caroco);1998;560.0
Acre;Algodao herbáceo (em caroco);1999;560.0
Acre;Algodao herbáceo (em caroco);2000;550.0
Acre;Algodao herbáceo (em caroco);2001;602.0
Acre;Algodao herbáceo (em caroco);2002;1200.0
Acre;Algodao herbáceo (em caroco);2003;0.0
Acre;Algodao herbáceo (em caroco);2004;2291.0
Acre;Algodao herbáceo (em caroco);2005;1200.0
Acre;Algodao herbáceo (em caroco);2006;1272.0
Acre;Algodao herbáceo (em caroco);2007;0.0
Acre;Algodao herbáceo (em caroco);2008;0.0
Acre;Algodao herbáceo (em caroco);2009;0.0
Acre;Algodao herbáceo (em caroco);2010;0.0
Acre;Algodao herbáceo (em caroco);2011;0.0
Acre;Algodao herbáceo (em caroco);2012;0.0
Acre;Algodao herbáceo (em caroco);2013;0.0
Acre;Algodao herbáceo (em caroco);2014;0.0
Acre;Algodao herbáceo (em caroco);2015;0.0
Acre;Algodao herbáceo (em caroco);2016;0.0
Acre;Algodao herbáceo (em caroco);2017;0.0
Acre;Algodao herbáceo (em caroco);2018;0.0
Acre;Algodao herbáceo (em caroco);2019;0.0
Acre;Algodao herbáceo (em caroco);2020;0.0
Acre;Algodao herbáceo (em caroco);2021;0.0
Acre;Algodao herbáceo (em caroco);2022;0.0
Acre;Algodao herbáceo (em caroco);2023;0.0
Acre;Cana-de-acúcar;1988;26283.0
Acre;Cana-de-acúcar;1989;22092.0
Acre;Cana-de-acúcar;1990;23664.0
Acre;Cana-de-acúcar;1991;23388.0
Acre;Cana-de-acúcar;1992;22659.0
Acre;Cana-de-acúcar;1993;26527.0
Acre;Cana-de-acúcar;1994;26076.0
Acre;Cana-de-acúcar;1995;26251.0
Acre;Cana-de-acúcar;1996;25242.0
Acre;Cana-de-acúcar;1997;30310.0
Acre;Cana-de-acúcar;1998;31212.0
Acre;Cana-de-acúcar;1999;35146.0
Acre;Cana-de-acúcar;2000;31395.0
Acre;Cana-de-acúcar;2001;41117.0
Acre;Cana-de-acúcar;2002;37481.0
Acre;Cana-de-acúcar;2003;34799.0
Acre;Cana-de-acúcar;2004;35458.0
Acre;Cana-de-acúcar;2005;35829.0
Acre;Cana-de-acúcar;2006;36226.0
Acre;Cana-de-acúcar;2007;36338.0
Acre;Cana-de-acúcar;2008;47310.0
Acre;Cana-de-acúcar;2009;50000.0
Acre;Cana-de-acúcar;2010;53652.0
Acre;Cana-de-acúcar;2011;67462.0
Acre;Cana-de-acúcar;2012;67309.0
Acre;Cana-de-acúcar;2013;56154.0
Acre;Cana-de-acúcar;2014;54696.0
Acre;Cana-de-acúcar;2015;55318.0
Acre;Cana-de-acúcar;2016;38079.0
Acre;Cana-de-acúcar;2017;28292.0
Acre;Cana-de-acúcar;2018;26349.0
Acre;Cana-de-acúcar;2019;26346.0
Acre;Cana-de-acúcar;2020;26388.0
Acre;Cana-de-acúcar;2021;26410.0
Acre;Cana-de-acúcar;2022;26554.0
Acre;Cana-de-acúcar;2023;26278.0
Acre;Feijao (em grao);1988;530.0
Acre;Feijao (em grao);1989;532.0
Acre;Feijao (em grao);1990;576.0
Acre;Feijao (em grao);1991;689.0
Acre;Feijao (em grao);1992;672.0
Acre;Feijao (em grao);1993;662.0
Acre;Feijao (em grao);1994;601.0
Acre;Feijao (em grao);1995;557.0
Acre;Feijao (em grao);1996;534.0
Acre;Feijao (em grao);1997;531.0
Acre;Feijao (em grao);1998;555.0
Acre;Feijao (em grao);1999;530.0
Acre;Feijao (em grao);2000;518.0
Acre;Feijao (em grao);2001;605.0
Acre;Feijao (em grao);2002;541.0
Acre;Feijao (em grao);2003;553.0
Acre;Feijao (em grao);2004;546.0
Acre;Feijao (em grao);2005;426.0
Acre;Feijao (em grao);2006;487.0
Acre;Feijao (em grao);2007;548.0
Acre;Feijao (em grao);2008;551.0
Acre;Feijao (em grao);2009;553.0
Acre;Feijao (em grao);2010;539.0
Acre;Feijao (em grao);2011;442.0
Acre;Feijao (em grao);2012;542.0
Acre;Feijao (em grao);2013;566.0
Acre;Feijao (em grao);2014;628.0
Acre;Feijao (em grao);2015;597.0
Acre;Feijao (em grao);2016;589.0
Acre;Feijao (em grao);2017;566.0
Acre;Feijao (em grao);2018;557.0
Acre;Feijao (em grao);2019;562.0
Acre;Feijao (em grao);2020;560.0
Acre;Feijao (em grao);2021;558.0
Acre;Feijao (em grao);2022;561.0
Acre;Feijao (em grao);2023;563.0
Acre;Milho (em grao);1988;1480.0
Acre;Milho (em grao);1989;1593.0
Acre;Milho (em grao);1990;1642.0
Acre;Milho (em grao);1991;1759.0
Acre;Milho (em grao);1992;1766.0
Acre;Milho (em grao);1993;1752.0
Acre;Milho (em grao);1994;1537.0
Acre;Milho (em grao);1995;1509.0
Acre;Milho (em grao);1996;1258.0
Acre;Milho (em grao);1997;1214.0
Acre;Milho (em grao);1998;1300.0
Acre;Milho (em grao);1999;1448.0
Acre;Milho (em grao);2000;1520.0
Acre;Milho (em grao);2001;1545.0
Acre;Milho (em grao);2002;1588.0
Acre;Milho (em grao);2003;1495.0
Acre;Milho (em grao);2004;1569.0
Acre;Milho (em grao);2005;1493.0
Acre;Milho (em grao);2006;1495.0
Acre;Milho (em grao);2007;1531.0
Acre;Milho (em grao);2008;1917.0
Acre;Milho (em grao);2009;2077.0
Acre;Milho (em grao);2010;2063.0
Acre;Milho (em grao);2011;2230.0
Acre;Milho (em grao);2012;2370.0
Acre;Milho (em grao);2013;2738.0
Acre;Milho (em grao);2014;2489.0
Acre;Milho (em grao);2015;2461.0
Acre;Milho (em grao);2016;2263.0
Acre;Milho (em grao);2017;2561.0
Acre;Milho (em grao);2018;2675.0
Acre;Milho (em grao);2019;2615.0
Acre;Milho (em grao);2020;2806.0
Acre;Milho (em grao);2021;3105.0
Acre;Milho (em grao);2022;3350.0
Acre;Milho (em grao);2023;3406.0
Acre;Soja (em grao);1988;0.0
Acre;Soja (em grao);1989;0.0
Acre;Soja (em grao);1990;0.0
Acre;Soja (em grao);1991;0.0
Acre;Soja (em grao);1992;0.0
Acre;Soja (em grao);1993;0.0
Acre;Soja (em grao);1994;0.0
Acre;Soja (em grao);1995;0.0
Acre;Soja (em grao);1996;0.0
Acre;Soja (em grao);1997;0.0
Acre;Soja (em grao);1998;2500.0
Acre;Soja (em grao);1999;2500.0
Acre;Soja (em grao);2000;0.0
Acre;Soja (em grao);2001;0.0
Acre;Soja (em grao);2002;0.0
Acre;Soja (em grao);2003;0.0
Acre;Soja (em grao);2004;0.0
Acre;Soja (em grao);2005;2072.0
Acre;Soja (em grao);2006;1200.0
Acre;Soja (em grao);2007;3000.0
Acre;Soja (em grao);2008;3000.0
Acre;Soja (em grao);2009;3300.0
Acre;Soja (em grao);2010;3300.0
Acre;Soja (em grao);2011;3318.0
Acre;Soja (em grao);2012;0.0
Acre;Soja (em grao);2013;2702.0
Acre;Soja (em grao);2014;2738.0
Acre;Soja (em grao);2015;0.0
Acre;Soja (em grao);2016;1500.0
Acre;Soja (em grao);2017;2055.0
Acre;Soja (em grao);2018;2938.0
Acre;Soja (em grao);2019;3177.0
Acre;Soja (em grao);2020;3165.0
Acre;Soja (em grao);2021;3368.0
Acre;Soja (em grao);2022;3450.0
Acre;Soja (em grao);2023;3808.0
Amazonas;Algodao herbáceo (em caroco);1988;0.0
Amazonas;Algodao herbáceo (em caroco);1989;0.0
Amazonas;Algodao herbáceo (em caroco);1990;0.0
Amazonas;Algodao herbáceo (em caroco);1991;0.0
Amazonas;Algodao herbáceo (em caroco);1992;0.0
Amazonas;Algodao herbáceo (em caroco);1993;0.0
Amazonas;Algodao herbáceo (em caroco);1994;0.0
Amazonas;Algodao herbáceo (em caroco);1995;0.0
Amazonas;Algodao herbáceo (em caroco);1996;1040.0
Amazonas;Algodao herbáceo (em caroco);1997;1200.0
Amazonas;Algodao herbáceo (em caroco);1998;1115.0
Amazonas;Algodao herbáceo (em caroco);1999;1095.0
Amazonas;Algodao herbáceo (em caroco);2000;1095.0
Amazonas;Algodao herbáceo (em caroco);2001;1136.0
Amazonas;Algodao herbáceo (em caroco);2002;1136.0
Amazonas;Algodao herbáceo (em caroco);2003;1181.0
Amazonas;Algodao herbáceo (em caroco);2004;1400.0
Amazonas;Algodao herbáceo (em caroco);2005;1000.0
Amazonas;Algodao herbáceo (em caroco);2006;1000.0
Amazonas;Algodao herbáceo (em caroco);2007;0.0
Amazonas;Algodao herbáceo (em caroco);2008;0.0
Amazonas;Algodao herbáceo (em caroco);2009;0.0
Amazonas;Algodao herbáceo (em caroco);2010;0.0
Amazonas;Algodao herbáceo (em caroco);2011;0.0
Amazonas;Algodao herbáceo (em caroco);2012;0.0
Amazonas;Algodao herbáceo (em caroco);2013;0.0
Amazonas;Algodao herbáceo (em caroco);2014;0.0
Amazonas;Algodao herbáceo (em caroco);2015;0.0
Amazonas;Algodao herbáceo (em caroco);2016;0.0
Amazonas;Algodao herbáceo (em caroco);2017;0.0
Amazonas;Algodao herbáceo (em caroco);2018;0.0
Amazonas;Algodao herbáceo (em caroco);2019;0.0
Amazonas;Algodao herbáceo (em caroco);2020;0.0
Amazonas;Algodao herbáceo (em caroco);2021;0.0
Amazonas;Algodao herbáceo (em caroco);2022;0.0
Amazonas;Algodao herbáceo (em caroco);2023;0.0
Amazonas;Cana-de-acúcar;1988;35887.0
Amazonas;Cana-de-acúcar;1989;60955.0
Amazonas;Cana-de-acúcar;1990;48387.0
Amazonas;Cana-de-acúcar;1991;34579.0
Amazonas;Cana-de-acúcar;1992;24964.0
Amazonas;Cana-de-acúcar;1993;34514.0
Amazonas;Cana-de-acúcar;1994;36263.0
Amazonas;Cana-de-acúcar;1995;34092.0
Amazonas;Cana-de-acúcar;1996;13039.0
Amazonas;Cana-de-acúcar;1997;14954.0
Amazonas;Cana-de-acúcar;1998;48154.0
Amazonas;Cana-de-acúcar;1999;51531.0
Amazonas;Cana-de-acúcar;2000;53237.0
Amazonas;Cana-de-acúcar;2001;57643.0
Amazonas;Cana-de-acúcar;2002;57626.0
Amazonas;Cana-de-acúcar;2003;61288.0
Amazonas;Cana-de-acúcar;2004;61518.0
Amazonas;Cana-de-acúcar;2005;59238.0
Amazonas;Cana-de-acúcar;2006;58630.0
Amazonas;Cana-de-acúcar;2007;57649.0
Amazonas;Cana-de-acúcar;2008;60493.0
Amazonas;Cana-de-acúcar;2009;60834.0
Amazonas;Cana-de-acúcar;2010;64888.0
Amazonas;Cana-de-acúcar;2011;59602.0
Amazonas;Cana-de-acúcar;2012;68762.0
Amazonas;Cana-de-acúcar;2013;69952.0
Amazonas;Cana-de-acúcar;2014;65255.0
Amazonas;Cana-de-acúcar;2015;61544.0
Amazonas;Cana-de-acúcar;2016;62341.0
Amazonas;Cana-de-acúcar;2017;62341.0
Amazonas;Cana-de-acúcar;2018;63935.0
Amazonas;Cana-de-acúcar;2019;71963.0
Amazonas;Cana-de-acúcar;2020;71497.0
Amazonas;Cana-de-acúcar;2021;49351.0
Amazonas;Cana-de-acúcar;2022;75581.0
Amazonas;Cana-de-acúcar;2023;75546.0
Amazonas;Feijao (em grao);1988;863.0
Amazonas;Feijao (em grao);1989;786.0
Amazonas;Feijao (em grao);1990;746.0
Amazonas;Feijao (em grao);1991;778.0
Amazonas;Feijao (em grao);1992;702.0
Amazonas;Feijao (em grao);1993;945.0
Amazonas;Feijao (em grao);1994;922.0
Amazonas;Feijao (em grao);1995;788.0
Amazonas;Feijao (em grao);1996;951.0
Amazonas;Feijao (em grao);1997;888.0
Amazonas;Feijao (em grao);1998;837.0
Amazonas;Feijao (em grao);1999;836.0
Amazonas;Feijao (em grao);2000;836.0
Amazonas;Feijao (em grao);2001;841.0
Amazonas;Feijao (em grao);2002;831.0
Amazonas;Feijao (em grao);2003;848.0
Amazonas;Feijao (em grao);2004;1171.0
Amazonas;Feijao (em grao);2005;913.0
Amazonas;Feijao (em grao);2006;912.0
Amazonas;Feijao (em grao);2007;1085.0
Amazonas;Feijao (em grao);2008;1021.0
Amazonas;Feijao (em grao);2009;984.0
Amazonas;Feijao (em grao);2010;895.0
Amazonas;Feijao (em grao);2011;893.0
Amazonas;Feijao (em grao);2012;990.0
Amazonas;Feijao (em grao);2013;1060.0
Amazonas;Feijao (em grao);2014;819.0
Amazonas;Feijao (em grao);2015;1002.0
Amazonas;Feijao (em grao);2016;880.0
Amazonas;Feijao (em grao);2017;1254.0
Amazonas;Feijao (em grao);2018;988.0
Amazonas;Feijao (em grao);2019;962.0
Amazonas;Feijao (em grao);2020;987.0
Amazonas;Feijao (em grao);2021;1005.0
Amazonas;Feijao (em grao);2022;909.0
Amazonas;Feijao (em grao);2023;1126.0
Amazonas;Milho (em grao);1988;1681.0
Amazonas;Milho (em grao);1989;1335.0
Amazonas;Milho (em grao);1990;1592.0
Amazonas;Milho (em grao);1991;1500.0
Amazonas;Milho (em grao);1992;1936.0
Amazonas;Milho (em grao);1993;1988.0
Amazonas;Milho (em grao);1994;1530.0
Amazonas;Milho (em grao);1995;1634.0
Amazonas;Milho (em grao);1996;1286.0
Amazonas;Milho (em grao);1997;1287.0
Amazonas;Milho (em grao);1998;1312.0
Amazonas;Milho (em grao);1999;1465.0
Amazonas;Milho (em grao);2000;1496.0
Amazonas;Milho (em grao);2001;1501.0
Amazonas;Milho (em grao);2002;1484.0
Amazonas;Milho (em grao);2003;1694.0
Amazonas;Milho (em grao);2004;1934.0
Amazonas;Milho (em grao);2005;1841.0
Amazonas;Milho (em grao);2006;1844.0
Amazonas;Milho (em grao);2007;2038.0
Amazonas;Milho (em grao);2008;2462.0
Amazonas;Milho (em grao);2009;2397.0
Amazonas;Milho (em grao);2010;2500.0
Amazonas;Milho (em grao);2011;2488.0
Amazonas;Milho (em grao);2012;2567.0
Amazonas;Milho (em grao);2013;2506.0
Amazonas;Milho (em grao);2014;2944.0
Amazonas;Milho (em grao);2015;3135.0
Amazonas;Milho (em grao);2016;2559.0
Amazonas;Milho (em grao);2017;2516.0
Amazonas;Milho (em grao);2018;2295.0
Amazonas;Milho (em grao);2019;2340.0
Amazonas;Milho (em grao);2020;2255.0
Amazonas;Milho (em grao);2021;2261.0
Amazonas;Milho (em grao);2022;2232.0
Amazonas;Milho (em grao);2023;2514.0
Amazonas;Soja (em grao);1988;0.0
Amazonas;Soja (em grao);1989;0.0
Amazonas;Soja (em grao);1990;0.0
Amazonas;Soja (em grao);1991;0.0
Amazonas;Soja (em grao);1992;0.0
Amazonas;Soja (em grao);1993;0.0
Amazonas;Soja (em grao);1994;0.0
Amazonas;Soja (em grao);1995;0.0
Amazonas;Soja (em grao);1996;510.0
Amazonas;Soja (em grao);1997;500.0
Amazonas;Soja (em grao);1998;1356.0
Amazonas;Soja (em grao);1999;1378.0
Amazonas;Soja (em grao);2000;1378.0
Amazonas;Soja (em grao);2001;1344.0
Amazonas;Soja (em grao);2002;2116.0
Amazonas;Soja (em grao);2003;2309.0
Amazonas;Soja (em grao);2004;2368.0
Amazonas;Soja (em grao);2005;2328.0
Amazonas;Soja (em grao);2006;2326.0
Amazonas;Soja (em grao);2007;2989.0
Amazonas;Soja (em grao);2008;3000.0
Amazonas;Soja (em grao);2009;3000.0
Amazonas;Soja (em grao);2010;3000.0
Amazonas;Soja (em grao);2011;3000.0
Amazonas;Soja (em grao);2012;3000.0
Amazonas;Soja (em grao);2013;3000.0
Amazonas;Soja (em grao);2014;0.0
Amazonas;Soja (em grao);2015;0.0
Amazonas;Soja (em grao);2016;0.0
Amazonas;Soja (em grao);2017;0.0
Amazonas;Soja (em grao);2018;0.0
Amazonas;Soja (em grao);2019;3000.0
Amazonas;Soja (em grao);2020;2963.0
Amazonas;Soja (em grao);2021;3333.0
Amazonas;Soja (em grao);2022;2329.0
Amazonas;Soja (em grao);2023;2848.0
Roraima;Algodao herbáceo (em caroco);1988;0.0
Roraima;Algodao herbáceo (em caroco);1989;0.0
Roraima;Algodao herbáceo (em caroco);1990;0.0
Roraima;Algodao herbáceo (em caroco);1991;0.0
Roraima;Algodao herbáceo (em caroco);1992;0.0
Roraima;Algodao herbáceo (em caroco);1993;0.0
Roraima;Algodao herbáceo (em caroco);1994;0.0
Roraima;Algodao herbáceo (em caroco);1995;0.0
Roraima;Algodao herbáceo (em caroco);1996;0.0
Roraima;Algodao herbáceo (em caroco);1997;0.0
Roraima;Algodao herbáceo (em caroco);1998;0.0
Roraima;Algodao herbáceo (em caroco);1999;0.0
Roraima;Algodao herbáceo (em caroco);2000;0.0
Roraima;Algodao herbáceo (em caroco);2001;0.0
Roraima;Algodao herbáceo (em caroco);2002;0.0
Roraima;Algodao herbáceo (em caroco);2003;0.0
Roraima;Algodao herbáceo (em caroco);2004;0.0
Roraima;Algodao herbáceo (em caroco);2005;0.0
Roraima;Algodao herbáceo (em caroco);2006;0.0
Roraima;Algodao herbáceo (em caroco);2007;0.0
Roraima;Algodao herbáceo (em caroco);2008;0.0
Roraima;Algodao herbáceo (em caroco);2009;0.0
Roraima;Algodao herbáceo (em caroco);2010;0.0
Roraima;Algodao herbáceo (em caroco);2011;0.0
Roraima;Algodao herbáceo (em caroco);2012;0.0
Roraima;Algodao herbáceo (em caroco);2013;0.0
Roraima;Algodao herbáceo (em caroco);2014;0.0
Roraima;Algodao herbáceo (em caroco);2015;1350.0
Roraima;Algodao herbáceo (em caroco);2016;1350.0
Roraima;Algodao herbáceo (em caroco);2017;4200.0
Roraima;Algodao herbáceo (em caroco);2018;0.0
Roraima;Algodao herbáceo (em caroco);2019;0.0
Roraima;Algodao herbáceo (em caroco);2020;0.0
Roraima;Algodao herbáceo (em caroco);2021;0.0
Roraima;Algodao herbáceo (em caroco);2022;0.0
Roraima;Algodao herbáceo (em caroco);2023;0.0
Roraima;Cana-de-acúcar;1988;10451.0
Roraima;Cana-de-acúcar;1989;9205.0
Roraima;Cana-de-acúcar;1990;0.0
Roraima;Cana-de-acúcar;1991;12807.0
Roraima;Cana-de-acúcar;1992;11666.0
Roraima;Cana-de-acúcar;1993;0.0
Roraima;Cana-de-acúcar;1994;0.0
Roraima;Cana-de-acúcar;1995;0.0
Roraima;Cana-de-acúcar;1996;0.0
Roraima;Cana-de-acúcar;1997;0.0
Roraima;Cana-de-acúcar;1998;2306.0
Roraima;Cana-de-acúcar;1999;2891.0
Roraima;Cana-de-acúcar;2000;2891.0
Roraima;Cana-de-acúcar;2001;3149.0
Roraima;Cana-de-acúcar;2002;3013.0
Roraima;Cana-de-acúcar;2003;3056.0
Roraima;Cana-de-acúcar;2004;3403.0
Roraima;Cana-de-acúcar;2005;3440.0
Roraima;Cana-de-acúcar;2006;3440.0
Roraima;Cana-de-acúcar;2007;3440.0
Roraima;Cana-de-acúcar;2008;3448.0
