UF;Cultura;Ano;Area Plantada (ha)
Tocantins;Milho (em grao);2005;78182.0
Tocantins;Milho (em grao);2006;74100.0
Tocantins;Milho (em grao);2007;77524.0
Tocantins;Milho (em grao);2008;88623.0
Tocantins;Milho (em grao);2009;74874.0
Tocantins;Milho (em grao);2010;83229.0
Tocantins;Milho (em grao);2011;86358.0
Tocantins;Milho (em grao);2012;96973.0
Tocantins;Milho (em grao);2013;95565.0
Tocantins;Milho (em grao);2014;122313.0
Tocantins;Milho (em grao);2015;162078.0
Tocantins;Milho (em grao);2016;161258.0
Tocantins;Milho (em grao);2017;226619.0
Tocantins;Milho (em grao);2018;217873.0
Tocantins;Milho (em grao);2019;259121.0
Tocantins;Milho (em grao);2020;316908.0
Tocantins;Milho (em grao);2021;334551.0
Tocantins;Milho (em grao);2022;422261.0
Tocantins;Milho (em grao);2023;527055.0
Tocantins;Soja (em grao);1988;0.0
Tocantins;Soja (em grao);1989;59070.0
Tocantins;Soja (em grao);1990;30120.0
Tocantins;Soja (em grao);1991;4500.0
Tocantins;Soja (em grao);1992;7040.0
Tocantins;Soja (em grao);1993;15945.0
Tocantins;Soja (em grao);1994;31110.0
Tocantins;Soja (em grao);1995;20237.0
Tocantins;Soja (em grao);1996;7019.0
Tocantins;Soja (em grao);1997;34463.0
Tocantins;Soja (em grao);1998;56862.0
Tocantins;Soja (em grao);1999;46256.0
Tocantins;Soja (em grao);2000;57919.0
Tocantins;Soja (em grao);2001;82098.0
Tocantins;Soja (em grao);2002;107377.0
Tocantins;Soja (em grao);2003;153048.0
Tocantins;Soja (em grao);2004;253466.0
Tocantins;Soja (em grao);2005;355300.0
Tocantins;Soja (em grao);2006;329220.0
Tocantins;Soja (em grao);2007;304096.0
Tocantins;Soja (em grao);2008;329508.0
Tocantins;Soja (em grao);2009;315560.0
Tocantins;Soja (em grao);2010;352875.0
Tocantins;Soja (em grao);2011;396132.0
Tocantins;Soja (em grao);2012;415463.0
Tocantins;Soja (em grao);2013;536545.0
Tocantins;Soja (em grao);2014;719356.0
Tocantins;Soja (em grao);2015;830031.0
Tocantins;Soja (em grao);2016;845745.0
Tocantins;Soja (em grao);2017;842160.0
Tocantins;Soja (em grao);2018;898582.0
Tocantins;Soja (em grao);2019;905281.0
Tocantins;Soja (em grao);2020;962399.0
Tocantins;Soja (em grao);2021;1113801.0
Tocantins;Soja (em grao);2022;1167122.0
Tocantins;Soja (em grao);2023;1331484.0
Maranhao;Algodao herbáceo (em caroco);1988;1458.0
Maranhao;Algodao herbáceo (em caroco);1989;980.0
Maranhao;Algodao herbáceo (em caroco);1990;120.0
Maranhao;Algodao herbáceo (em caroco);1991;600.0
Maranhao;Algodao herbáceo (em caroco);1992;2311.0
Maranhao;Algodao herbáceo (em caroco);1993;1053.0
Maranhao;Algodao herbáceo (em caroco);1994;210.0
Maranhao;Algodao herbáceo (em caroco);1995;50.0
Maranhao;Algodao herbáceo (em caroco);1996;1013.0
Maranhao;Algodao herbáceo (em caroco);1997;200.0
Maranhao;Algodao herbáceo (em caroco);1998;210.0
Maranhao;Algodao herbáceo (em caroco);1999;285.0
Maranhao;Algodao herbáceo (em caroco);2000;466.0
Maranhao;Algodao herbáceo (em caroco);2001;2515.0
Maranhao;Algodao herbáceo (em caroco);2002;3118.0
Maranhao;Algodao herbáceo (em caroco);2003;3254.0
Maranhao;Algodao herbáceo (em caroco);2004;6634.0
Maranhao;Algodao herbáceo (em caroco);2005;8385.0
Maranhao;Algodao herbáceo (em caroco);2006;7194.0
Maranhao;Algodao herbáceo (em caroco);2007;7194.0
Maranhao;Algodao herbáceo (em caroco);2008;16930.0
Maranhao;Algodao herbáceo (em caroco);2009;12841.0
Maranhao;Algodao herbáceo (em caroco);2010;13030.0
Maranhao;Algodao herbáceo (em caroco);2011;16755.0
Maranhao;Algodao herbáceo (em caroco);2012;18626.0
Maranhao;Algodao herbáceo (em caroco);2013;18504.0
Maranhao;Algodao herbáceo (em caroco);2014;18588.0
Maranhao;Algodao herbáceo (em caroco);2015;21375.0
Maranhao;Algodao herbáceo (em caroco);2016;20913.0
Maranhao;Algodao herbáceo (em caroco);2017;22491.0
Maranhao;Algodao herbáceo (em caroco);2018;22342.0
Maranhao;Algodao herbáceo (em caroco);2019;27752.0
Maranhao;Algodao herbáceo (em caroco);2020;26536.0
Maranhao;Algodao herbáceo (em caroco);2021;25924.0
Maranhao;Algodao herbáceo (em caroco);2022;27670.0
Maranhao;Algodao herbáceo (em caroco);2023;27670.0
Maranhao;Cana-de-acúcar;1988;31470.0
Maranhao;Cana-de-acúcar;1989;36143.0
Maranhao;Cana-de-acúcar;1990;37374.0
Maranhao;Cana-de-acúcar;1991;37285.0
Maranhao;Cana-de-acúcar;1992;37076.0
Maranhao;Cana-de-acúcar;1993;35425.0
Maranhao;Cana-de-acúcar;1994;30145.0
Maranhao;Cana-de-acúcar;1995;24514.0
Maranhao;Cana-de-acúcar;1996;17473.0
Maranhao;Cana-de-acúcar;1997;21660.0
Maranhao;Cana-de-acúcar;1998;21663.0
Maranhao;Cana-de-acúcar;1999;20697.0
Maranhao;Cana-de-acúcar;2000;19912.0
Maranhao;Cana-de-acúcar;2001;21572.0
Maranhao;Cana-de-acúcar;2002;23109.0
Maranhao;Cana-de-acúcar;2003;27920.0
Maranhao;Cana-de-acúcar;2004;26791.0
Maranhao;Cana-de-acúcar;2005;31728.0
Maranhao;Cana-de-acúcar;2006;39301.0
Maranhao;Cana-de-acúcar;2007;42451.0
Maranhao;Cana-de-acúcar;2008;48623.0
Maranhao;Cana-de-acúcar;2009;46112.0
Maranhao;Cana-de-acúcar;2010;50477.0
Maranhao;Cana-de-acúcar;2011;48565.0
Maranhao;Cana-de-acúcar;2012;49534.0
Maranhao;Cana-de-acúcar;2013;49806.0
Maranhao;Cana-de-acúcar;2014;46810.0
Maranhao;Cana-de-acúcar;2015;47685.0
Maranhao;Cana-de-acúcar;2016;45633.0
Maranhao;Cana-de-acúcar;2017;45494.0
Maranhao;Cana-de-acúcar;2018;45368.0
Maranhao;Cana-de-acúcar;2019;47405.0
Maranhao;Cana-de-acúcar;2020;47240.0
Maranhao;Cana-de-acúcar;2021;47182.0
Maranhao;Cana-de-acúcar;2022;47953.0
Maranhao;Cana-de-acúcar;2023;45096.0
Maranhao;Feijao (em grao);1988;97089.0
Maranhao;Feijao (em grao);1989;106144.0
Maranhao;Feijao (em grao);1990;105307.0
Maranhao;Feijao (em grao);1991;118254.0
Maranhao;Feijao (em grao);1992;107689.0
Maranhao;Feijao (em grao);1993;114282.0
Maranhao;Feijao (em grao);1994;128510.0
Maranhao;Feijao (em grao);1995;118023.0
Maranhao;Feijao (em grao);1996;63269.0
Maranhao;Feijao (em grao);1997;63334.0
Maranhao;Feijao (em grao);1998;62415.0
Maranhao;Feijao (em grao);1999;62477.0
Maranhao;Feijao (em grao);2000;70744.0
Maranhao;Feijao (em grao);2001;77138.0
Maranhao;Feijao (em grao);2002;67541.0
Maranhao;Feijao (em grao);2003;71850.0
Maranhao;Feijao (em grao);2004;76168.0
Maranhao;Feijao (em grao);2005;78025.0
Maranhao;Feijao (em grao);2006;85606.0
Maranhao;Feijao (em grao);2007;87692.0
Maranhao;Feijao (em grao);2008;85913.0
Maranhao;Feijao (em grao);2009;96393.0
Maranhao;Feijao (em grao);2010;88624.0
Maranhao;Feijao (em grao);2011;90718.0
Maranhao;Feijao (em grao);2012;85524.0
Maranhao;Feijao (em grao);2013;94076.0
Maranhao;Feijao (em grao);2014;97573.0
Maranhao;Feijao (em grao);2015;86748.0
Maranhao;Feijao (em grao);2016;71802.0
Maranhao;Feijao (em grao);2017;74132.0
Maranhao;Feijao (em grao);2018;67599.0
Maranhao;Feijao (em grao);2019;53868.0
Maranhao;Feijao (em grao);2020;48500.0
Maranhao;Feijao (em grao);2021;47089.0
Maranhao;Feijao (em grao);2022;47779.0
Maranhao;Feijao (em grao);2023;45607.0
Maranhao;Milho (em grao);1988;541833.0
Maranhao;Milho (em grao);1989;572319.0
Maranhao;Milho (em grao);1990;499091.0
Maranhao;Milho (em grao);1991;554405.0
Maranhao;Milho (em grao);1992;572118.0
Maranhao;Milho (em grao);1993;612135.0
Maranhao;Milho (em grao);1994;639897.0
Maranhao;Milho (em grao);1995;649669.0
Maranhao;Milho (em grao);1996;288310.0
Maranhao;Milho (em grao);1997;291789.0
Maranhao;Milho (em grao);1998;310081.0
Maranhao;Milho (em grao);1999;298567.0
Maranhao;Milho (em grao);2000;319759.0
Maranhao;Milho (em grao);2001;321233.0
Maranhao;Milho (em grao);2002;325475.0
Maranhao;Milho (em grao);2003;359550.0
Maranhao;Milho (em grao);2004;371423.0
Maranhao;Milho (em grao);2005;381663.0
Maranhao;Milho (em grao);2006;366513.0
Maranhao;Milho (em grao);2007;368305.0
Maranhao;Milho (em grao);2008;353045.0
Maranhao;Milho (em grao);2009;357417.0
Maranhao;Milho (em grao);2010;382814.0
Maranhao;Milho (em grao);2011;381297.0
Maranhao;Milho (em grao);2012;451900.0
Maranhao;Milho (em grao);2013;511361.0
Maranhao;Milho (em grao);2014;551885.0
Maranhao;Milho (em grao);2015;456746.0
Maranhao;Milho (em grao);2016;334109.0
Maranhao;Milho (em grao);2017;470456.0
Maranhao;Milho (em grao);2018;412696.0
Maranhao;Milho (em grao);2019;426096.0
Maranhao;Milho (em grao);2020;455590.0
Maranhao;Milho (em grao);2021;483152.0
Maranhao;Milho (em grao);2022;514675.0
Maranhao;Milho (em grao);2023;535302.0
Maranhao;Soja (em grao);1988;14365.0
Maranhao;Soja (em grao);1989;22812.0
Maranhao;Soja (em grao);1990;15305.0
Maranhao;Soja (em grao);1991;4585.0
Maranhao;Soja (em grao);1992;21122.0
Maranhao;Soja (em grao);1993;43223.0
Maranhao;Soja (em grao);1994;62896.0
Maranhao;Soja (em grao);1995;87690.0
Maranhao;Soja (em grao);1996;63652.0
Maranhao;Soja (em grao);1997;109769.0
Maranhao;Soja (em grao);1998;146389.0
Maranhao;Soja (em grao);1999;166916.0
Maranhao;Soja (em grao);2000;178716.0
Maranhao;Soja (em grao);2001;213436.0
Maranhao;Soja (em grao);2002;238173.0
Maranhao;Soja (em grao);2003;275252.0
Maranhao;Soja (em grao);2004;340403.0
Maranhao;Soja (em grao);2005;372074.0
Maranhao;Soja (em grao);2006;383284.0
Maranhao;Soja (em grao);2007;384474.0
Maranhao;Soja (em grao);2008;421520.0
Maranhao;Soja (em grao);2009;409402.0
Maranhao;Soja (em grao);2010;495756.0
Maranhao;Soja (em grao);2011;530539.0
Maranhao;Soja (em grao);2012;556178.0
Maranhao;Soja (em grao);2013;564546.0
Maranhao;Soja (em grao);2014;677540.0
Maranhao;Soja (em grao);2015;761225.0
Maranhao;Soja (em grao);2016;783654.0
Maranhao;Soja (em grao);2017;817719.0
Maranhao;Soja (em grao);2018;926656.0
Maranhao;Soja (em grao);2019;977598.0
Maranhao;Soja (em grao);2020;960900.0
Maranhao;Soja (em grao);2021;1023541.0
Maranhao;Soja (em grao);2022;1099871.0
Maranhao;Soja (em grao);2023;1190047.0
Piauí;Algodao herbáceo (em caroco);1988;40732.0
Piauí;Algodao herbáceo (em caroco);1989;23713.0
Piauí;Algodao herbáceo (em caroco);1990;18577.0
Piauí;Algodao herbáceo (em caroco);1991;17648.0
Piauí;Algodao herbáceo (em caroco);1992;28062.0
Piauí;Algodao herbáceo (em caroco);1993;33692.0
Piauí;Algodao herbáceo (em caroco);1994;42217.0
Piauí;Algodao herbáceo (em caroco);1995;44821.0
Piauí;Algodao herbáceo (em caroco);1996;14182.0
Piauí;Algodao herbáceo (em caroco);1997;13996.0
Piauí;Algodao herbáceo (em caroco);1998;14746.0
Piauí;Algodao herbáceo (em caroco);1999;5104.0
Piauí;Algodao herbáceo (em caroco);2000;13175.0
Piauí;Algodao herbáceo (em caroco);2001;8193.0
Piauí;Algodao herbáceo (em caroco);2002;8126.0
Piauí;Algodao herbáceo (em caroco);2003;6978.0
Piauí;Algodao herbáceo (em caroco);2004;13777.0
Piauí;Algodao herbáceo (em caroco);2005;14632.0
Piauí;Algodao herbáceo (em caroco);2006;15064.0
Piauí;Algodao herbáceo (em caroco);2007;13778.0
Piauí;Algodao herbáceo (em caroco);2008;14600.0
Piauí;Algodao herbáceo (em caroco);2009;9902.0
Piauí;Algodao herbáceo (em caroco);2010;5891.0
Piauí;Algodao herbáceo (em caroco);2011;17076.0
Piauí;Algodao herbáceo (em caroco);2012;21365.0
Piauí;Algodao herbáceo (em caroco);2013;11415.0
Piauí;Algodao herbáceo (em caroco);2014;12130.0
Piauí;Algodao herbáceo (em caroco);2015;14268.0
Piauí;Algodao herbáceo (em caroco);2016;5536.0
Piauí;Algodao herbáceo (em caroco);2017;5423.0
Piauí;Algodao herbáceo (em caroco);2018;7369.0
Piauí;Algodao herbáceo (em caroco);2019;15498.0
Piauí;Algodao herbáceo (em caroco);2020;18401.0
Piauí;Algodao herbáceo (em caroco);2021;9705.0
Piauí;Algodao herbáceo (em caroco);2022;13493.0
Piauí;Algodao herbáceo (em caroco);2023;16384.0
Piauí;Cana-de-acúcar;1988;13676.0
Piauí;Cana-de-acúcar;1989;14730.0
Piauí;Cana-de-acúcar;1990;19360.0
Piauí;Cana-de-acúcar;1991;19208.0
Piauí;Cana-de-acúcar;1992;19167.0
Piauí;Cana-de-acúcar;1993;16940.0
Piauí;Cana-de-acúcar;1994;14541.0
Piauí;Cana-de-acúcar;1995;15254.0
Piauí;Cana-de-acúcar;1996;8058.0
Piauí;Cana-de-acúcar;1997;8503.0
Piauí;Cana-de-acúcar;1998;9168.0
Piauí;Cana-de-acúcar;1999;8500.0
Piauí;Cana-de-acúcar;2000;7241.0
Piauí;Cana-de-acúcar;2001;6942.0
Piauí;Cana-de-acúcar;2002;7700.0
Piauí;Cana-de-acúcar;2003;8693.0
Piauí;Cana-de-acúcar;2004;9012.0
Piauí;Cana-de-acúcar;2005;9966.0
Piauí;Cana-de-acúcar;2006;10213.0
Piauí;Cana-de-acúcar;2007;12372.0
Piauí;Cana-de-acúcar;2008;12629.0
Piauí;Cana-de-acúcar;2009;12866.0
Piauí;Cana-de-acúcar;2010;12841.0
Piauí;Cana-de-acúcar;2011;15194.0
Piauí;Cana-de-acúcar;2012;15629.0
Piauí;Cana-de-acúcar;2013;14547.0
Piauí;Cana-de-acúcar;2014;14774.0
Piauí;Cana-de-acúcar;2015;15022.0
Piauí;Cana-de-acúcar;2016;15353.0
Piauí;Cana-de-acúcar;2017;15309.0
Piauí;Cana-de-acúcar;2018;14594.0
Piauí;Cana-de-acúcar;2019;15938.0
Piauí;Cana-de-acúcar;2020;16097.0
Piauí;Cana-de-acúcar;2021;17892.0
Piauí;Cana-de-acúcar;2022;17827.0
Piauí;Cana-de-acúcar;2023;17951.0
Piauí;Feijao (em grao);1988;356988.0
Piauí;Feijao (em grao);1989;303996.0
Piauí;Feijao (em grao);1990;291917.0
Piauí;Feijao (em grao);1991;296475.0
Piauí;Feijao (em grao);1992;286844.0
Piauí;Feijao (em grao);1993;273464.0
Piauí;Feijao (em grao);1994;331285.0
Piauí;Feijao (em grao);1995;330140.0
Piauí;Feijao (em grao);1996;187631.0
Piauí;Feijao (em grao);1997;191820.0
Piauí;Feijao (em grao);1998;193714.0
Piauí;Feijao (em grao);1999;219216.0
Piauí;Feijao (em grao);2000;208657.0
Piauí;Feijao (em grao);2001;200770.0
Piauí;Feijao (em grao);2002;213206.0
Piauí;Feijao (em grao);2003;213001.0
Piauí;Feijao (em grao);2004;224495.0
Piauí;Feijao (em grao);2005;228035.0
Piauí;Feijao (em grao);2006;234199.0
Piauí;Feijao (em grao);2007;233920.0
Piauí;Feijao (em grao);2008;238485.0
Piauí;Feijao (em grao);2009;245512.0
Piauí;Feijao (em grao);2010;213778.0
Piauí;Feijao (em grao);2011;237882.0
Piauí;Feijao (em grao);2012;218241.0
Piauí;Feijao (em grao);2013;236067.0
Piauí;Feijao (em grao);2014;231904.0
Piauí;Feijao (em grao);2015;211609.0
Piauí;Feijao (em grao);2016;219687.0
Piauí;Feijao (em grao);2017;234224.0
Piauí;Feijao (em grao);2018;237200.0
Piauí;Feijao (em grao);2019;196472.0
Piauí;Feijao (em grao);2020;202547.0
Piauí;Feijao (em grao);2021;191321.0
Piauí;Feijao (em grao);2022;193008.0
Piauí;Feijao (em grao);2023;189050.0
Piauí;Milho (em grao);1988;455729.0
Piauí;Milho (em grao);1989;435483.0
Piauí;Milho (em grao);1990;408157.0
Piauí;Milho (em grao);1991;413762.0
Piauí;Milho (em grao);1992;406505.0
Piauí;Milho (em grao);1993;337676.0
Piauí;Milho (em grao);1994;469422.0
Piauí;Milho (em grao);1995;461479.0
Piauí;Milho (em grao);1996;233848.0
Piauí;Milho (em grao);1997;242589.0
Piauí;Milho (em grao);1998;257908.0
Piauí;Milho (em grao);1999;276508.0
Piauí;Milho (em grao);2000;275315.0
Piauí;Milho (em grao);2001;277962.0
Piauí;Milho (em grao);2002;281463.0
Piauí;Milho (em grao);2003;279680.0
Piauí;Milho (em grao);2004;299654.0
Piauí;Milho (em grao);2005;295017.0
Piauí;Milho (em grao);2006;292328.0
Piauí;Milho (em grao);2007;303608.0
Piauí;Milho (em grao);2008;291127.0
Piauí;Milho (em grao);2009;329893.0
Piauí;Milho (em grao);2010;310043.0
Piauí;Milho (em grao);2011;350734.0
Piauí;Milho (em grao);2012;354837.0
Piauí;Milho (em grao);2013;383743.0
Piauí;Milho (em grao);2014;405631.0
Piauí;Milho (em grao);2015;409277.0
Piauí;Milho (em grao);2016;483738.0
Piauí;Milho (em grao);2017;471678.0
Piauí;Milho (em grao);2018;480675.0
Piauí;Milho (em grao);2019;450951.0
Piauí;Milho (em grao);2020;467765.0
Piauí;Milho (em grao);2021;521923.0
Piauí;Milho (em grao);2022;585294.0
Piauí;Milho (em grao);2023;601766.0
Piauí;Soja (em grao);1988;20.0
Piauí;Soja (em grao);1989;330.0
Piauí;Soja (em grao);1990;1560.0
Piauí;Soja (em grao);1991;1900.0
Piauí;Soja (em grao);1992;1590.0
Piauí;Soja (em grao);1993;1860.0
Piauí;Soja (em grao);1994;6485.0
Piauí;Soja (em grao);1995;12784.0
Piauí;Soja (em grao);1996;9585.0
Piauí;Soja (em grao);1997;18780.0
Piauí;Soja (em grao);1998;27152.0
Piauí;Soja (em grao);1999;32217.0
Piauí;Soja (em grao);2000;40004.0
Piauí;Soja (em grao);2001;62729.0
Piauí;Soja (em grao);2002;86935.0
Piauí;Soja (em grao);2003;116613.0
Piauí;Soja (em grao);2004;159281.0
Piauí;Soja (em grao);2005;198547.0
Piauí;Soja (em grao);2006;232009.0
Piauí;Soja (em grao);2007;219860.0
Piauí;Soja (em grao);2008;253566.0
Piauí;Soja (em grao);2009;277272.0
Piauí;Soja (em grao);2010;343092.0
Piauí;Soja (em grao);2011;383618.0
Piauí;Soja (em grao);2012;444856.0
Piauí;Soja (em grao);2013;551561.0
Piauí;Soja (em grao);2014;626799.0
Piauí;Soja (em grao);2015;668618.0
Piauí;Soja (em grao);2016;563084.0
Piauí;Soja (em grao);2017;694947.0
Piauí;Soja (em grao);2018;711123.0
Piauí;Soja (em grao);2019;766044.0
Piauí;Soja (em grao);2020;757978.0
Piauí;Soja (em grao);2021;832063.0
Piauí;Soja (em grao);2022;872906.0
Piauí;Soja (em grao);2023;945551.0
Ceará;Algodao herbáceo (em caroco);1988;173414.0
Ceará;Algodao herbáceo (em caroco);1989;160103.0
Ceará;Algodao herbáceo (em caroco);1990;165842.0
Ceará;Algodao herbáceo (em caroco);1991;77235.0
Ceará;Algodao herbáceo (em caroco);1992;97018.0
Ceará;Algodao herbáceo (em caroco);1993;85974.0
Ceará;Algodao herbáceo (em caroco);1994;127321.0
Ceará;Algodao herbáceo (em caroco);1995;66997.0
Ceará;Algodao herbáceo (em caroco);1996;9880.0
Ceará;Algodao herbáceo (em caroco);1997;18947.0
Ceará;Algodao herbáceo (em caroco);1998;32042.0
Ceará;Algodao herbáceo (em caroco);1999;58676.0
Ceará;Algodao herbáceo (em caroco);2000;95089.0
Ceará;Algodao herbáceo (em caroco);2001;21567.0
Ceará;Algodao herbáceo (em caroco);2002;15297.0
Ceará;Algodao herbáceo (em caroco);2003;13637.0
Ceará;Algodao herbáceo (em caroco);2004;16487.0
Ceará;Algodao herbáceo (em caroco);2005;10288.0
Ceará;Algodao herbáceo (em caroco);2006;9560.0
Ceará;Algodao herbáceo (em caroco);2007;6290.0
Ceará;Algodao herbáceo (em caroco);2008;4156.0
Ceará;Algodao herbáceo (em caroco);2009;3099.0
Ceará;Algodao herbáceo (em caroco);2010;2176.0
Ceará;Algodao herbáceo (em caroco);2011;2945.0
Ceará;Algodao herbáceo (em caroco);2012;1752.0
Ceará;Algodao herbáceo (em caroco);2013;1342.0
Ceará;Algodao herbáceo (em caroco);2014;1354.0
Ceará;Algodao herbáceo (em caroco);2015;390.0
Ceará;Algodao herbáceo (em caroco);2016;406.0
Ceará;Algodao herbáceo (em caroco);2017;516.0
Ceará;Algodao herbáceo (em caroco);2018;1611.0
Ceará;Algodao herbáceo (em caroco);2019;2928.0
Ceará;Algodao herbáceo (em caroco);2020;3233.0
Ceará;Algodao herbáceo (em caroco);2021;2610.0
Ceará;Algodao herbáceo (em caroco);2022;1775.0
Ceará;Algodao herbáceo (em caroco);2023;3500.0
Ceará;Cana-de-acúcar;1988;65142.0
Ceará;Cana-de-acúcar;1989;63741.0
Ceará;Cana-de-acúcar;1990;63600.0
Ceará;Cana-de-acúcar;1991;65783.0
Ceará;Cana-de-acúcar;1992;64266.0
Ceará;Cana-de-acúcar;1993;47306.0
Ceará;Cana-de-acúcar;1994;42575.0
Ceará;Cana-de-acúcar;1995;43456.0
Ceará;Cana-de-acúcar;1996;25381.0
Ceará;Cana-de-acúcar;1997;25609.0
Ceará;Cana-de-acúcar;1998;40448.0
Ceará;Cana-de-acúcar;1999;38151.0
Ceará;Cana-de-acúcar;2000;34535.0
Ceará;Cana-de-acúcar;2001;33651.0
Ceará;Cana-de-acúcar;2002;33974.0
Ceará;Cana-de-acúcar;2003;33312.0
Ceará;Cana-de-acúcar;2004;33972.0
Ceará;Cana-de-acúcar;2005;35098.0
Ceará;Cana-de-acúcar;2006;29067.0
Ceará;Cana-de-acúcar;2007;40098.0
Ceará;Cana-de-acúcar;2008;42159.0
Ceará;Cana-de-acúcar;2009;42706.0
Ceará;Cana-de-acúcar;2010;43024.0
Ceará;Cana-de-acúcar;2011;41370.0
Ceará;Cana-de-acúcar;2012;40248.0
Ceará;Cana-de-acúcar;2013;32739.0
Ceará;Cana-de-acúcar;2014;25190.0
Ceará;Cana-de-acúcar;2015;19149.0
Ceará;Cana-de-acúcar;2016;16123.0
Ceará;Cana-de-acúcar;2017;15128.0
Ceará;Cana-de-acúcar;2018;12273.0
Ceará;Cana-de-acúcar;2019;9867.0
Ceará;Cana-de-acúcar;2020;9619.0
Ceará;Cana-de-acúcar;2021;9432.0
Ceará;Cana-de-acúcar;2022;8431.0
Ceará;Cana-de-acúcar;2023;8725.0
Ceará;Feijao (em grao);1988;640518.0
Ceará;Feijao (em grao);1989;544494.0
Ceará;Feijao (em grao);1990;648492.0
Ceará;Feijao (em grao);1991;678535.0
Ceará;Feijao (em grao);1992;651671.0
Ceará;Feijao (em grao);1993;607857.0
Ceará;Feijao (em grao);1994;765654.0
Ceará;Feijao (em grao);1995;691624.0
Ceará;Feijao (em grao);1996;410207.0
Ceará;Feijao (em grao);1997;428299.0
Ceará;Feijao (em grao);1998;462662.0
Ceará;Feijao (em grao);1999;576736.0
Ceará;Feijao (em grao);2000;570027.0
Ceará;Feijao (em grao);2001;525965.0
Ceará;Feijao (em grao);2002;597221.0
Ceará;Feijao (em grao);2003;599096.0
Ceará;Feijao (em grao);2004;566191.0
Ceará;Feijao (em grao);2005;494132.0
Ceará;Feijao (em grao);2006;547178.0
Ceará;Feijao (em grao);2007;561220.0
Ceará;Feijao (em grao);2008;592716.0
Ceará;Feijao (em grao);2009;610267.0
Ceará;Feijao (em grao);2010;464636.0
Ceará;Feijao (em grao);2011;600137.0
Ceará;Feijao (em grao);2012;456787.0
Ceará;Feijao (em grao);2013;318952.0
Ceará;Feijao (em grao);2014;403666.0
Ceará;Feijao (em grao);2015;404647.0
Ceará;Feijao (em grao);2016;383700.0
Ceará;Feijao (em grao);2017;445896.0
Ceará;Feijao (em grao);2018;426608.0
Ceará;Feijao (em grao);2019;380148.0
Ceará;Feijao (em grao);2020;375322.0
Ceará;Feijao (em grao);2021;376120.0
Ceará;Feijao (em grao);2022;371633.0
Ceará;Feijao (em grao);2023;354306.0
Ceará;Milho (em grao);1988;672426.0
Ceará;Milho (em grao);1989;523211.0
Ceará;Milho (em grao);1990;629403.0
Ceará;Milho (em grao);1991;642485.0
Ceará;Milho (em grao);1992;609005.0
Ceará;Milho (em grao);1993;570240.0
Ceará;Milho (em grao);1994;705765.0
Ceará;Milho (em grao);1995;651231.0
Ceará;Milho (em grao);1996;494142.0
Ceará;Milho (em grao);1997;476547.0
Ceará;Milho (em grao);1998;486791.0
Ceará;Milho (em grao);1999;593057.0
Ceará;Milho (em grao);2000;613626.0
Ceará;Milho (em grao);2001;619265.0
Ceará;Milho (em grao);2002;702962.0
Ceará;Milho (em grao);2003;707891.0
Ceará;Milho (em grao);2004;655677.0
Ceará;Milho (em grao);2005;568753.0
Ceará;Milho (em grao);2006;639205.0
Ceará;Milho (em grao);2007;679901.0
Ceará;Milho (em grao);2008;694054.0
Ceará;Milho (em grao);2009;714034.0
Ceará;Milho (em grao);2010;551984.0
Ceará;Milho (em grao);2011;725301.0
Ceará;Milho (em grao);2012;535959.0
Ceará;Milho (em grao);2013;360877.0
Ceará;Milho (em grao);2014;474619.0
Ceará;Milho (em grao);2015;495927.0
Ceará;Milho (em grao);2016;475646.0
Ceará;Milho (em grao);2017;562831.0
Ceará;Milho (em grao);2018;570213.0
Ceará;Milho (em grao);2019;524476.0
Ceará;Milho (em grao);2020;538259.0
Ceará;Milho (em grao);2021;557785.0
Ceará;Milho (em grao);2022;583791.0
Ceará;Milho (em grao);2023;600328.0
Ceará;Soja (em grao);1988;34.0
Ceará;Soja (em grao);1989;0.0
Ceará;Soja (em grao);1990;0.0
Ceará;Soja (em grao);1991;0.0
Ceará;Soja (em grao);1992;0.0
Ceará;Soja (em grao);1993;0.0
Ceará;Soja (em grao);1994;0.0
Ceará;Soja (em grao);1995;0.0
Ceará;Soja (em grao);1996;20.0
Ceará;Soja (em grao);1997;9.0
Ceará;Soja (em grao);1998;2.0
Ceará;Soja (em grao);1999;0.0
Ceará;Soja (em grao);2000;0.0
Ceará;Soja (em grao);2001;0.0
Ceará;Soja (em grao);2002;117.0
Ceará;Soja (em grao);2003;650.0
Ceará;Soja (em grao);2004;350.0
Ceará;Soja (em grao);2005;210.0
Ceará;Soja (em grao);2006;300.0
Ceará;Soja (em grao);2007;350.0
Ceará;Soja (em grao);2008;512.0
Ceará;Soja (em grao);2009;975.0
Ceará;Soja (em grao);2010;1020.0
Ceará;Soja (em grao);2011;0.0
Ceará;Soja (em grao);2012;1145.0
Ceará;Soja (em grao);2013;0.0
Ceará;Soja (em grao);2014;0.0
Ceará;Soja (em grao);2015;0.0
Ceará;Soja (em grao);2016;0.0
Ceará;Soja (em grao);2017;0.0
Ceará;Soja (em grao);2018;80.0
Ceará;Soja (em grao);2019;0.0
Ceará;Soja (em grao);2020;450.0
Ceará;Soja (em grao);2021;1414.0
Ceará;Soja (em grao);2022;2220.0
Ceará;Soja (em grao);2023;4944.0
Rio Grande do Norte;Algodao herbáceo (em caroco);1988;47887.0
Rio Grande do Norte;Algodao herbáceo (em caroco);1989;42144.0
