Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da producao das lavouras temporárias;;;
Variável - Área plantada (Hectares);;;
Unidade da Federacao;Produto das lavouras temporárias;Ano;
Rondônia;Algodao herbáceo (em caroco);1988;1700
Rondônia;Algodao herbáceo (em caroco);1989;13676
Rondônia;Algodao herbáceo (em caroco);1990;7780
Rondônia;Algodao herbáceo (em caroco);1991;3085
Rondônia;Algodao herbáceo (em caroco);1992;5949
Rondônia;Algodao herbáceo (em caroco);1993;16157
Rondônia;Algodao herbáceo (em caroco);1994;25042
Rondônia;Algodao herbáceo (em caroco);1995;19091
Rondônia;Algodao herbáceo (em caroco);1996;2452
Rondônia;Algodao herbáceo (em caroco);1997;2620
Rondônia;Algodao herbáceo (em caroco);1998;2740
Rondônia;Algodao herbáceo (em caroco);1999;1138
Rondônia;Algodao herbáceo (em caroco);2000;1609
Rondônia;Algodao herbáceo (em caroco);2001;675
Rondônia;Algodao herbáceo (em caroco);2002;-
Rondônia;Algodao herbáceo (em caroco);2003;-
Rondônia;Algodao herbáceo (em caroco);2004;-
Rondônia;Algodao herbáceo (em caroco);2005;-
Rondônia;Algodao herbáceo (em caroco);2006;-
Rondônia;Algodao herbáceo (em caroco);2007;-
Rondônia;Algodao herbáceo (em caroco);2008;-
Rondônia;Algodao herbáceo (em caroco);2009;-
Rondônia;Algodao herbáceo (em caroco);2010;-
Rondônia;Algodao herbáceo (em caroco);2011;-
Rondônia;Algodao herbáceo (em caroco);2012;-
Rondônia;Algodao herbáceo (em caroco);2013;-
Rondônia;Algodao herbáceo (em caroco);2014;-
Rondônia;Algodao herbáceo (em caroco);2015;-
Rondônia;Algodao herbáceo (em caroco);2016;350
Rondônia;Algodao herbáceo (em caroco);2017;-
Rondônia;Algodao herbáceo (em caroco);2018;-
Rondônia;Algodao herbáceo (em caroco);2019;-
Rondônia;Algodao herbáceo (em caroco);2020;-
Rondônia;Algodao herbáceo (em caroco);2021;-
Rondônia;Algodao herbáceo (em caroco);2022;10050
Rondônia;Algodao herbáceo (em caroco);2023;10687
Rondônia;Cana-de-acúcar;1988;1013
Rondônia;Cana-de-acúcar;1989;437
Rondônia;Cana-de-acúcar;1990;462
Rondônia;Cana-de-acúcar;1991;467
Rondônia;Cana-de-acúcar;1992;487
Rondônia;Cana-de-acúcar;1993;447
Rondônia;Cana-de-acúcar;1994;367
Rondônia;Cana-de-acúcar;1995;393
Rondônia;Cana-de-acúcar;1996;567
Rondônia;Cana-de-acúcar;1997;630
Rondônia;Cana-de-acúcar;1998;637
Rondônia;Cana-de-acúcar;1999;548
Rondônia;Cana-de-acúcar;2000;410
Rondônia;Cana-de-acúcar;2001;504
Rondônia;Cana-de-acúcar;2002;210
Rondônia;Cana-de-acúcar;2003;348
Rondônia;Cana-de-acúcar;2004;415
Rondônia;Cana-de-acúcar;2005;700
Rondônia;Cana-de-acúcar;2006;1278
Rondônia;Cana-de-acúcar;2007;3047
Rondônia;Cana-de-acúcar;2008;3204
Rondônia;Cana-de-acúcar;2009;4220
Rondônia;Cana-de-acúcar;2010;3824
Rondônia;Cana-de-acúcar;2011;3767
Rondônia;Cana-de-acúcar;2012;3799
Rondônia;Cana-de-acúcar;2013;4944
Rondônia;Cana-de-acúcar;2014;4866
Rondônia;Cana-de-acúcar;2015;2393
Rondônia;Cana-de-acúcar;2016;4965
Rondônia;Cana-de-acúcar;2017;3786
Rondônia;Cana-de-acúcar;2018;1907
Rondônia;Cana-de-acúcar;2019;2517
Rondônia;Cana-de-acúcar;2020;754
Rondônia;Cana-de-acúcar;2021;718
Rondônia;Cana-de-acúcar;2022;502
Rondônia;Cana-de-acúcar;2023;632
Rondônia;Feijao (em grao);1988;101330
Rondônia;Feijao (em grao);1989;122073
Rondônia;Feijao (em grao);1990;120847
Rondônia;Feijao (em grao);1991;139254
Rondônia;Feijao (em grao);1992;150323
Rondônia;Feijao (em grao);1993;153785
Rondônia;Feijao (em grao);1994;166063
Rondônia;Feijao (em grao);1995;123682
Rondônia;Feijao (em grao);1996;88015
Rondônia;Feijao (em grao);1997;92011
Rondônia;Feijao (em grao);1998;92607
Rondônia;Feijao (em grao);1999;96802
Rondônia;Feijao (em grao);2000;86197
Rondônia;Feijao (em grao);2001;64011
Rondônia;Feijao (em grao);2002;53722
Rondônia;Feijao (em grao);2003;56101
Rondônia;Feijao (em grao);2004;62190
Rondônia;Feijao (em grao);2005;63032
Rondônia;Feijao (em grao);2006;61625
Rondônia;Feijao (em grao);2007;62851
Rondônia;Feijao (em grao);2008;66050
Rondônia;Feijao (em grao);2009;66681
Rondônia;Feijao (em grao);2010;60494
Rondônia;Feijao (em grao);2011;57838
Rondônia;Feijao (em grao);2012;51470
Rondônia;Feijao (em grao);2013;33641
Rondônia;Feijao (em grao);2014;27097
Rondônia;Feijao (em grao);2015;22285
Rondônia;Feijao (em grao);2016;18790
Rondônia;Feijao (em grao);2017;17510
Rondônia;Feijao (em grao);2018;17080
Rondônia;Feijao (em grao);2019;16815
Rondônia;Feijao (em grao);2020;16547
Rondônia;Feijao (em grao);2021;13256
Rondônia;Feijao (em grao);2022;3137
Rondônia;Feijao (em grao);2023;2987
Rondônia;Milho (em grao);1988;145454
Rondônia;Milho (em grao);1989;157985
Rondônia;Milho (em grao);1990;121686
Rondônia;Milho (em grao);1991;127649
Rondônia;Milho (em grao);1992;149624
Rondônia;Milho (em grao);1993;168728
Rondônia;Milho (em grao);1994;211524
Rondônia;Milho (em grao);1995;198785
Rondônia;Milho (em grao);1996;115551
Rondônia;Milho (em grao);1997;120799
Rondônia;Milho (em grao);1998;133670
Rondônia;Milho (em grao);1999;136316
Rondônia;Milho (em grao);2000;129953
Rondônia;Milho (em grao);2001;104836
Rondônia;Milho (em grao);2002;87628
Rondônia;Milho (em grao);2003;105635
Rondônia;Milho (em grao);2004;120686
Rondônia;Milho (em grao);2005;122050
Rondônia;Milho (em grao);2006;125209
Rondônia;Milho (em grao);2007;123480
Rondônia;Milho (em grao);2008;135845
Rondônia;Milho (em grao);2009;153691
Rondônia;Milho (em grao);2010;169069
Rondônia;Milho (em grao);2011;160368
Rondônia;Milho (em grao);2012;161036
Rondônia;Milho (em grao);2013;148132
Rondônia;Milho (em grao);2014;154213
Rondônia;Milho (em grao);2015;175952
Rondônia;Milho (em grao);2016;166818
Rondônia;Milho (em grao);2017;215716
Rondônia;Milho (em grao);2018;185413
Rondônia;Milho (em grao);2019;225372
Rondônia;Milho (em grao);2020;246609
Rondônia;Milho (em grao);2021;295980
Rondônia;Milho (em grao);2022;322237
Rondônia;Milho (em grao);2023;356552
Rondônia;Soja (em grao);1988;4620
Rondônia;Soja (em grao);1989;9170
Rondônia;Soja (em grao);1990;4640
Rondônia;Soja (em grao);1991;940
Rondônia;Soja (em grao);1992;4140
Rondônia;Soja (em grao);1993;5140
Rondônia;Soja (em grao);1994;4640
Rondônia;Soja (em grao);1995;4500
Rondônia;Soja (em grao);1996;576
Rondônia;Soja (em grao);1997;656
Rondônia;Soja (em grao);1998;7892
Rondônia;Soja (em grao);1999;7800
Rondônia;Soja (em grao);2000;11800
Rondônia;Soja (em grao);2001;21871
Rondônia;Soja (em grao);2002;28914
Rondônia;Soja (em grao);2003;41600
Rondônia;Soja (em grao);2004;56443
Rondônia;Soja (em grao);2005;75275
Rondônia;Soja (em grao);2006;103110
Rondônia;Soja (em grao);2007;89520
Rondônia;Soja (em grao);2008;99206
Rondônia;Soja (em grao);2009;111426
Rondônia;Soja (em grao);2010;122743
Rondônia;Soja (em grao);2011;132300
Rondônia;Soja (em grao);2012;146144
Rondônia;Soja (em grao);2013;179886
Rondônia;Soja (em grao);2014;195180
Rondônia;Soja (em grao);2015;233605
Rondônia;Soja (em grao);2016;246171
Rondônia;Soja (em grao);2017;280103
Rondônia;Soja (em grao);2018;300816
Rondônia;Soja (em grao);2019;344551
Rondônia;Soja (em grao);2020;392642
Rondônia;Soja (em grao);2021;400459
Rondônia;Soja (em grao);2022;489526
Rondônia;Soja (em grao);2023;589983
Acre;Algodao herbáceo (em caroco);1988;-
Acre;Algodao herbáceo (em caroco);1989;-
Acre;Algodao herbáceo (em caroco);1990;-
Acre;Algodao herbáceo (em caroco);1991;-
Acre;Algodao herbáceo (em caroco);1992;-
Acre;Algodao herbáceo (em caroco);1993;200
Acre;Algodao herbáceo (em caroco);1994;30
Acre;Algodao herbáceo (em caroco);1995;80
Acre;Algodao herbáceo (em caroco);1996;100
Acre;Algodao herbáceo (em caroco);1997;100
Acre;Algodao herbáceo (em caroco);1998;100
Acre;Algodao herbáceo (em caroco);1999;100
Acre;Algodao herbáceo (em caroco);2000;60
Acre;Algodao herbáceo (em caroco);2001;88
Acre;Algodao herbáceo (em caroco);2002;40
Acre;Algodao herbáceo (em caroco);2003;-
Acre;Algodao herbáceo (em caroco);2004;48
Acre;Algodao herbáceo (em caroco);2005;105
Acre;Algodao herbáceo (em caroco);2006;22
Acre;Algodao herbáceo (em caroco);2007;-
Acre;Algodao herbáceo (em caroco);2008;-
Acre;Algodao herbáceo (em caroco);2009;-
Acre;Algodao herbáceo (em caroco);2010;-
Acre;Algodao herbáceo (em caroco);2011;-
Acre;Algodao herbáceo (em caroco);2012;-
Acre;Algodao herbáceo (em caroco);2013;-
Acre;Algodao herbáceo (em caroco);2014;-
Acre;Algodao herbáceo (em caroco);2015;-
Acre;Algodao herbáceo (em caroco);2016;-
Acre;Algodao herbáceo (em caroco);2017;-
Acre;Algodao herbáceo (em caroco);2018;-
Acre;Algodao herbáceo (em caroco);2019;-
Acre;Algodao herbáceo (em caroco);2020;-
Acre;Algodao herbáceo (em caroco);2021;-
Acre;Algodao herbáceo (em caroco);2022;-
Acre;Algodao herbáceo (em caroco);2023;-
Acre;Cana-de-acúcar;1988;1287
Acre;Cana-de-acúcar;1989;1556
Acre;Cana-de-acúcar;1990;1538
Acre;Cana-de-acúcar;1991;654
Acre;Cana-de-acúcar;1992;617
Acre;Cana-de-acúcar;1993;711
Acre;Cana-de-acúcar;1994;668
Acre;Cana-de-acúcar;1995;659
Acre;Cana-de-acúcar;1996;204
Acre;Cana-de-acúcar;1997;177
Acre;Cana-de-acúcar;1998;198
Acre;Cana-de-acúcar;1999;177
Acre;Cana-de-acúcar;2000;220
Acre;Cana-de-acúcar;2001;249
Acre;Cana-de-acúcar;2002;313
Acre;Cana-de-acúcar;2003;529
Acre;Cana-de-acúcar;2004;648
Acre;Cana-de-acúcar;2005;798
Acre;Cana-de-acúcar;2006;973
Acre;Cana-de-acúcar;2007;1022
Acre;Cana-de-acúcar;2008;2886
Acre;Cana-de-acúcar;2009;2541
Acre;Cana-de-acúcar;2010;2769
Acre;Cana-de-acúcar;2011;2654
Acre;Cana-de-acúcar;2012;3086
Acre;Cana-de-acúcar;2013;2718
Acre;Cana-de-acúcar;2014;3458
Acre;Cana-de-acúcar;2015;3573
Acre;Cana-de-acúcar;2016;3079
Acre;Cana-de-acúcar;2017;2437
Acre;Cana-de-acúcar;2018;517
Acre;Cana-de-acúcar;2019;513
Acre;Cana-de-acúcar;2020;490
Acre;Cana-de-acúcar;2021;503
Acre;Cana-de-acúcar;2022;480
Acre;Cana-de-acúcar;2023;465
Acre;Feijao (em grao);1988;11065
Acre;Feijao (em grao);1989;11866
Acre;Feijao (em grao);1990;12799
Acre;Feijao (em grao);1991;15771
Acre;Feijao (em grao);1992;15446
Acre;Feijao (em grao);1993;17414
Acre;Feijao (em grao);1994;17134
Acre;Feijao (em grao);1995;12606
Acre;Feijao (em grao);1996;10131
Acre;Feijao (em grao);1997;11071
Acre;Feijao (em grao);1998;11862
Acre;Feijao (em grao);1999;11616
Acre;Feijao (em grao);2000;14215
Acre;Feijao (em grao);2001;19408
Acre;Feijao (em grao);2002;17342
Acre;Feijao (em grao);2003;13865
Acre;Feijao (em grao);2004;16308
Acre;Feijao (em grao);2005;16306
Acre;Feijao (em grao);2006;14984
Acre;Feijao (em grao);2007;14410
Acre;Feijao (em grao);2008;10479
Acre;Feijao (em grao);2009;9014
Acre;Feijao (em grao);2010;12283
Acre;Feijao (em grao);2011;12759
Acre;Feijao (em grao);2012;12637
Acre;Feijao (em grao);2013;12020
Acre;Feijao (em grao);2014;8194
Acre;Feijao (em grao);2015;7579
Acre;Feijao (em grao);2016;7540
Acre;Feijao (em grao);2017;6906
Acre;Feijao (em grao);2018;6108
Acre;Feijao (em grao);2019;5415
Acre;Feijao (em grao);2020;5255
Acre;Feijao (em grao);2021;5115
Acre;Feijao (em grao);2022;5235
Acre;Feijao (em grao);2023;5144
Acre;Milho (em grao);1988;27489
Acre;Milho (em grao);1989;32811
Acre;Milho (em grao);1990;32920
Acre;Milho (em grao);1991;41552
Acre;Milho (em grao);1992;35008
Acre;Milho (em grao);1993;36488
Acre;Milho (em grao);1994;39313
Acre;Milho (em grao);1995;36683
Acre;Milho (em grao);1996;22878
Acre;Milho (em grao);1997;24337
Acre;Milho (em grao);1998;25459
Acre;Milho (em grao);1999;26824
Acre;Milho (em grao);2000;31813
Acre;Milho (em grao);2001;29473
Acre;Milho (em grao);2002;33611
Acre;Milho (em grao);2003;34067
Acre;Milho (em grao);2004;43473
Acre;Milho (em grao);2005;40837
Acre;Milho (em grao);2006;37871
Acre;Milho (em grao);2007;37065
Acre;Milho (em grao);2008;31850
Acre;Milho (em grao);2009;27903
Acre;Milho (em grao);2010;39784
Acre;Milho (em grao);2011;36836
Acre;Milho (em grao);2012;43833
Acre;Milho (em grao);2013;45486
Acre;Milho (em grao);2014;45093
Acre;Milho (em grao);2015;41876
Acre;Milho (em grao);2016;36387
Acre;Milho (em grao);2017;34850
Acre;Milho (em grao);2018;30140
Acre;Milho (em grao);2019;28970
Acre;Milho (em grao);2020;29870
Acre;Milho (em grao);2021;34105
Acre;Milho (em grao);2022;40460
Acre;Milho (em grao);2023;40831
Acre;Soja (em grao);1988;-
Acre;Soja (em grao);1989;-
Acre;Soja (em grao);1990;-
Acre;Soja (em grao);1991;-
Acre;Soja (em grao);1992;-
Acre;Soja (em grao);1993;-
Acre;Soja (em grao);1994;-
Acre;Soja (em grao);1995;-
Acre;Soja (em grao);1996;-
Acre;Soja (em grao);1997;-
Acre;Soja (em grao);1998;120
Acre;Soja (em grao);1999;120
Acre;Soja (em grao);2000;-
Acre;Soja (em grao);2001;-
Acre;Soja (em grao);2002;-
Acre;Soja (em grao);2003;-
Acre;Soja (em grao);2004;-
Acre;Soja (em grao);2005;55
Acre;Soja (em grao);2006;20
Acre;Soja (em grao);2007;100
Acre;Soja (em grao);2008;50
Acre;Soja (em grao);2009;50
Acre;Soja (em grao);2010;100
Acre;Soja (em grao);2011;85
Acre;Soja (em grao);2012;-
Acre;Soja (em grao);2013;60
Acre;Soja (em grao);2014;400
Acre;Soja (em grao);2015;-
Acre;Soja (em grao);2016;100
Acre;Soja (em grao);2017;127
Acre;Soja (em grao);2018;480
Acre;Soja (em grao);2019;1660
Acre;Soja (em grao);2020;3280
Acre;Soja (em grao);2021;6185
Acre;Soja (em grao);2022;6570
Acre;Soja (em grao);2023;12010
Amazonas;Algodao herbáceo (em caroco);1988;-
Amazonas;Algodao herbáceo (em caroco);1989;-
Amazonas;Algodao herbáceo (em caroco);1990;-
Amazonas;Algodao herbáceo (em caroco);1991;-
Amazonas;Algodao herbáceo (em caroco);1992;-
Amazonas;Algodao herbáceo (em caroco);1993;-
Amazonas;Algodao herbáceo (em caroco);1994;-
Amazonas;Algodao herbáceo (em caroco);1995;-
Amazonas;Algodao herbáceo (em caroco);1996;25
Amazonas;Algodao herbáceo (em caroco);1997;25
Amazonas;Algodao herbáceo (em caroco);1998;26
Amazonas;Algodao herbáceo (em caroco);1999;23
Amazonas;Algodao herbáceo (em caroco);2000;23
Amazonas;Algodao herbáceo (em caroco);2001;23
Amazonas;Algodao herbáceo (em caroco);2002;23
Amazonas;Algodao herbáceo (em caroco);2003;11
Amazonas;Algodao herbáceo (em caroco);2004;5
Amazonas;Algodao herbáceo (em caroco);2005;2
Amazonas;Algodao herbáceo (em caroco);2006;2
Amazonas;Algodao herbáceo (em caroco);2007;-
Amazonas;Algodao herbáceo (em caroco);2008;-
Amazonas;Algodao herbáceo (em caroco);2009;-
Amazonas;Algodao herbáceo (em caroco);2010;-
Amazonas;Algodao herbáceo (em caroco);2011;-
Amazonas;Algodao herbáceo (em caroco);2012;-
Amazonas;Algodao herbáceo (em caroco);2013;-
Amazonas;Algodao herbáceo (em caroco);2014;-
Amazonas;Algodao herbáceo (em caroco);2015;-
Amazonas;Algodao herbáceo (em caroco);2016;-
Amazonas;Algodao herbáceo (em caroco);2017;-
Amazonas;Algodao herbáceo (em caroco);2018;-
Amazonas;Algodao herbáceo (em caroco);2019;-
Amazonas;Algodao herbáceo (em caroco);2020;-
Amazonas;Algodao herbáceo (em caroco);2021;-
Amazonas;Algodao herbáceo (em caroco);2022;-
Amazonas;Algodao herbáceo (em caroco);2023;-
Amazonas;Cana-de-acúcar;1988;1261
Amazonas;Cana-de-acúcar;1989;3225
Amazonas;Cana-de-acúcar;1990;2389
Amazonas;Cana-de-acúcar;1991;1254
Amazonas;Cana-de-acúcar;1992;1239
Amazonas;Cana-de-acúcar;1993;3162
Amazonas;Cana-de-acúcar;1994;3680
Amazonas;Cana-de-acúcar;1995;1654
Amazonas;Cana-de-acúcar;1996;676
Amazonas;Cana-de-acúcar;1997;678
Amazonas;Cana-de-acúcar;1998;3252
Amazonas;Cana-de-acúcar;1999;3648
Amazonas;Cana-de-acúcar;2000;4168
Amazonas;Cana-de-acúcar;2001;4231
Amazonas;Cana-de-acúcar;2002;4291
Amazonas;Cana-de-acúcar;2003;3718
Amazonas;Cana-de-acúcar;2004;4029
Amazonas;Cana-de-acúcar;2005;5756
Amazonas;Cana-de-acúcar;2006;6049
Amazonas;Cana-de-acúcar;2007;6274
Amazonas;Cana-de-acúcar;2008;6050
Amazonas;Cana-de-acúcar;2009;6050
Amazonas;Cana-de-acúcar;2010;5407
Amazonas;Cana-de-acúcar;2011;5211
Amazonas;Cana-de-acúcar;2012;4613
Amazonas;Cana-de-acúcar;2013;4169
Amazonas;Cana-de-acúcar;2014;4639
Amazonas;Cana-de-acúcar;2015;3828
Amazonas;Cana-de-acúcar;2016;3600
Amazonas;Cana-de-acúcar;2017;3873
Amazonas;Cana-de-acúcar;2018;3962
Amazonas;Cana-de-acúcar;2019;3964
Amazonas;Cana-de-acúcar;2020;4272
Amazonas;Cana-de-acúcar;2021;5825
Amazonas;Cana-de-acúcar;2022;4775
Amazonas;Cana-de-acúcar;2023;4732
Amazonas;Feijao (em grao);1988;860
Amazonas;Feijao (em grao);1989;856
Amazonas;Feijao (em grao);1990;1116
Amazonas;Feijao (em grao);1991;1538
Amazonas;Feijao (em grao);1992;1924
Amazonas;Feijao (em grao);1993;2330
Amazonas;Feijao (em grao);1994;2341
Amazonas;Feijao (em grao);1995;3790
Amazonas;Feijao (em grao);1996;5035
Amazonas;Feijao (em grao);1997;5128
Amazonas;Feijao (em grao);1998;5139
Amazonas;Feijao (em grao);1999;5238
Amazonas;Feijao (em grao);2000;5338
Amazonas;Feijao (em grao);2001;5359
Amazonas;Feijao (em grao);2002;5367
Amazonas;Feijao (em grao);2003;5107
Amazonas;Feijao (em grao);2004;3902
Amazonas;Feijao (em grao);2005;6335
Amazonas;Feijao (em grao);2006;7155
Amazonas;Feijao (em grao);2007;5313
Amazonas;Feijao (em grao);2008;3235
Amazonas;Feijao (em grao);2009;3235
Amazonas;Feijao (em grao);2010;4860
Amazonas;Feijao (em grao);2011;5362
Amazonas;Feijao (em grao);2012;5450
Amazonas;Feijao (em grao);2013;3748
Amazonas;Feijao (em grao);2014;2289
Amazonas;Feijao (em grao);2015;2486
Amazonas;Feijao (em grao);2016;2288
Amazonas;Feijao (em grao);2017;1792
Amazonas;Feijao (em grao);2018;1409
Amazonas;Feijao (em grao);2019;1527
Amazonas;Feijao (em grao);2020;1572
Amazonas;Feijao (em grao);2021;1174
Amazonas;Feijao (em grao);2022;989
Amazonas;Feijao (em grao);2023;905
Amazonas;Milho (em grao);1988;3226
Amazonas;Milho (em grao);1989;3071
Amazonas;Milho (em grao);1990;3151
Amazonas;Milho (em grao);1991;4500
Amazonas;Milho (em grao);1992;4141
Amazonas;Milho (em grao);1993;4041
Amazonas;Milho (em grao);1994;4160
Amazonas;Milho (em grao);1995;6109
Amazonas;Milho (em grao);1996;10108
Amazonas;Milho (em grao);1997;10111
Amazonas;Milho (em grao);1998;10154
Amazonas;Milho (em grao);1999;11827
Amazonas;Milho (em grao);2000;12169
Amazonas;Milho (em grao);2001;9672
Amazonas;Milho (em grao);2002;10582
Amazonas;Milho (em grao);2003;13234
Amazonas;Milho (em grao);2004;12910
Amazonas;Milho (em grao);2005;19033
Amazonas;Milho (em grao);2006;20216
Amazonas;Milho (em grao);2007;16120
Amazonas;Milho (em grao);2008;11905
Amazonas;Milho (em grao);2009;12200
Amazonas;Milho (em grao);2010;13952
Amazonas;Milho (em grao);2011;14494
Amazonas;Milho (em grao);2012;14580
Amazonas;Milho (em grao);2013;11237
Amazonas;Milho (em grao);2014;7529
Amazonas;Milho (em grao);2015;6604
Amazonas;Milho (em grao);2016;3920
Amazonas;Milho (em grao);2017;3638
Amazonas;Milho (em grao);2018;3612
Amazonas;Milho (em grao);2019;2890
Amazonas;Milho (em grao);2020;3066
Amazonas;Milho (em grao);2021;2882
Amazonas;Milho (em grao);2022;2554
Amazonas;Milho (em grao);2023;3340
Amazonas;Soja (em grao);1988;-
Amazonas;Soja (em grao);1989;-
Amazonas;Soja (em grao);1990;-
Amazonas;Soja (em grao);1991;-
Amazonas;Soja (em grao);1992;-
Amazonas;Soja (em grao);1993;-
Amazonas;Soja (em grao);1994;-
Amazonas;Soja (em grao);1995;-
Amazonas;Soja (em grao);1996;49
Amazonas;Soja (em grao);1997;48
Amazonas;Soja (em grao);1998;1062
Amazonas;Soja (em grao);1999;1062
Amazonas;Soja (em grao);2000;1060
Amazonas;Soja (em grao);2001;1162
Amazonas;Soja (em grao);2002;1717
Amazonas;Soja (em grao);2003;2306
Amazonas;Soja (em grao);2004;2306
Amazonas;Soja (em grao);2005;2256
Amazonas;Soja (em grao);2006;2258
Amazonas;Soja (em grao);2007;806
Amazonas;Soja (em grao);2008;200
Amazonas;Soja (em grao);2009;204
Amazonas;Soja (em grao);2010;180
Amazonas;Soja (em grao);2011;180
Amazonas;Soja (em grao);2012;220
Amazonas;Soja (em grao);2013;20
Amazonas;Soja (em grao);2014;-
Amazonas;Soja (em grao);2015;-
Amazonas;Soja (em grao);2016;-
Amazonas;Soja (em grao);2017;-
Amazonas;Soja (em grao);2018;-
Amazonas;Soja (em grao);2019;2500
Amazonas;Soja (em grao);2020;2700
Amazonas;Soja (em grao);2021;3000
Amazonas;Soja (em grao);2022;5900
Amazonas;Soja (em grao);2023;8237
Roraima;Algodao herbáceo (em caroco);1988;-
Roraima;Algodao herbáceo (em caroco);1989;-
Roraima;Algodao herbáceo (em caroco);1990;-
Roraima;Algodao herbáceo (em caroco);1991;-
Roraima;Algodao herbáceo (em caroco);1992;-
Roraima;Algodao herbáceo (em caroco);1993;-
Roraima;Algodao herbáceo (em caroco);1994;-
Roraima;Algodao herbáceo (em caroco);1995;-
Roraima;Algodao herbáceo (em caroco);1996;-
Roraima;Algodao herbáceo (em caroco);1997;-
Roraima;Algodao herbáceo (em caroco);1998;-
Roraima;Algodao herbáceo (em caroco);1999;-
Roraima;Algodao herbáceo (em caroco);2000;-
Roraima;Algodao herbáceo (em caroco);2001;-
Roraima;Algodao herbáceo (em caroco);2002;-
Roraima;Algodao herbáceo (em caroco);2003;-
Roraima;Algodao herbáceo (em caroco);2004;-
Roraima;Algodao herbáceo (em caroco);2005;-
Roraima;Algodao herbáceo (em caroco);2006;-
Roraima;Algodao herbáceo (em caroco);2007;-
Roraima;Algodao herbáceo (em caroco);2008;-
Roraima;Algodao herbáceo (em caroco);2009;-
Roraima;Algodao herbáceo (em caroco);2010;-
Roraima;Algodao herbáceo (em caroco);2011;-
Roraima;Algodao herbáceo (em caroco);2012;-
Roraima;Algodao herbáceo (em caroco);2013;-
Roraima;Algodao herbáceo (em caroco);2014;-
Roraima;Algodao herbáceo (em caroco);2015;900
Roraima;Algodao herbáceo (em caroco);2016;900
Roraima;Algodao herbáceo (em caroco);2017;2500
Roraima;Algodao herbáceo (em caroco);2018;-
Roraima;Algodao herbáceo (em caroco);2019;-
Roraima;Algodao herbáceo (em caroco);2020;-
Roraima;Algodao herbáceo (em caroco);2021;-
Roraima;Algodao herbáceo (em caroco);2022;-
Roraima;Algodao herbáceo (em caroco);2023;-
Roraima;Cana-de-acúcar;1988;56
Roraima;Cana-de-acúcar;1989;48
Roraima;Cana-de-acúcar;1990;-
Roraima;Cana-de-acúcar;1991;63
Roraima;Cana-de-acúcar;1992;67
Roraima;Cana-de-acúcar;1993;-
Roraima;Cana-de-acúcar;1994;-
Roraima;Cana-de-acúcar;1995;-
Roraima;Cana-de-acúcar;1996;-
Roraima;Cana-de-acúcar;1997;-
Roraima;Cana-de-acúcar;1998;236
Roraima;Cana-de-acúcar;1999;361
Roraima;Cana-de-acúcar;2000;361
Roraima;Cana-de-acúcar;2001;451
Roraima;Cana-de-acúcar;2002;516
Roraima;Cana-de-acúcar;2003;482
Roraima;Cana-de-acúcar;2004;548
Roraima;Cana-de-acúcar;2005;548
Roraima;Cana-de-acúcar;2006;548
Roraima;Cana-de-acúcar;2007;548
Roraima;Cana-de-acúcar;2008;559
Roraima;Cana-de-acúcar;2009;559
Roraima;Cana-de-acúcar;2010;563
Roraima;Cana-de-acúcar;2011;564
Roraima;Cana-de-acúcar;2012;566
Roraima;Cana-de-acúcar;2013;475
Roraima;Cana-de-acúcar;2014;381
Roraima;Cana-de-acúcar;2015;290
Roraima;Cana-de-acúcar;2016;246
Roraima;Cana-de-acúcar;2017;238
Roraima;Cana-de-acúcar;2018;160
Roraima;Cana-de-acúcar;2019;210
Roraima;Cana-de-acúcar;2020;200
Roraima;Cana-de-acúcar;2021;164
Roraima;Cana-de-acúcar;2022;190
Roraima;Cana-de-acúcar;2023;185
Roraima;Feijao (em grao);1988;1105
Roraima;Feijao (em grao);1989;817
Roraima;Feijao (em grao);1990;600
Roraima;Feijao (em grao);1991;1156
Roraima;Feijao (em grao);1992;2099
Roraima;Feijao (em grao);1993;-
Roraima;Feijao (em grao);1994;2955
Roraima;Feijao (em grao);1995;2083
Roraima;Feijao (em grao);1996;819
Roraima;Feijao (em grao);1997;2083
Roraima;Feijao (em grao);1998;782
Roraima;Feijao (em grao);1999;500
Roraima;Feijao (em grao);2000;520
Roraima;Feijao (em grao);2001;520
Roraima;Feijao (em grao);2002;583
Roraima;Feijao (em grao);2003;995
Roraima;Feijao (em grao);2004;1065
Roraima;Feijao (em grao);2005;1000
Roraima;Feijao (em grao);2006;1000
Roraima;Feijao (em grao);2007;1000
Roraima;Feijao (em grao);2008;1000
Roraima;Feijao (em grao);2009;3000
Roraima;Feijao (em grao);2010;3000
Roraima;Feijao (em grao);2011;3000
Roraima;Feijao (em grao);2012;3000
Roraima;Feijao (em grao);2013;2804
Roraima;Feijao (em grao);2014;2654
Roraima;Feijao (em grao);2015;2688
Roraima;Feijao (em grao);2016;2494
Roraima;Feijao (em grao);2017;1884
Roraima;Feijao (em grao);2018;793
Roraima;Feijao (em grao);2019;843
Roraima;Feijao (em grao);2020;915
Roraima;Feijao (em grao);2021;850
Roraima;Feijao (em grao);2022;965
Roraima;Feijao (em grao);2023;955
Roraima;Milho (em grao);1988;8383
Roraima;Milho (em grao);1989;5077
Roraima;Milho (em grao);1990;3638
Roraima;Milho (em grao);1991;4096
Roraima;Milho (em grao);1992;4215
